,neighbourhood_group,room_type,price,property_type,accommodates,bedrooms,bathrooms
613,Manhattan,Private room,65,Private Room,3,1.0,1.0
614,Manhattan,Entire home/apt,263,Entire Unit,3,1.0,1.0
616,Manhattan,Private room,60,Private Room,2,1.0,1.0
619,Queens,Private room,61,Private Room,1,1.0,1.0
621,Manhattan,Entire home/apt,250,Entire Unit,2,1.0,1.0
622,Manhattan,Entire home/apt,234,Entire Unit,2,1.0,1.0
624,Manhattan,Entire home/apt,135,Entire Unit,2,1.0,1.0
626,Manhattan,Private room,109,Private Room,2,1.0,1.0
627,Brooklyn,Entire home/apt,200,Entire Unit,2,1.0,1.0
630,Brooklyn,Private room,72,Private Room,2,1.0,1.0
632,Manhattan,Entire home/apt,197,Entire Unit,2,2.0,1.0
633,Manhattan,Entire home/apt,127,Entire Unit,2,1.0,1.0
634,Manhattan,Private room,110,Private Room,2,1.0,1.0
636,Manhattan,Entire home/apt,99,Entire Unit,2,0.0,1.0
637,Manhattan,Private room,113,Private Room,1,1.0,1.0
638,Manhattan,Entire home/apt,295,Entire Unit,2,1.0,1.0
642,Brooklyn,Entire home/apt,199,Entire Unit,4,2.0,1.0
643,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
644,Brooklyn,Private room,45,Private Room,1,1.0,1.0
645,Manhattan,Private room,167,Private Room,1,1.0,1.0
646,Staten Island,Private room,54,Private Room,2,1.0,1.0
647,Manhattan,Private room,55,Private Room,2,1.0,1.0
648,Manhattan,Entire home/apt,129,Entire Unit,2,1.0,1.0
649,Manhattan,Entire home/apt,134,Entire Unit,3,1.0,1.0
650,Brooklyn,Entire home/apt,249,Entire Unit,6,2.0,1.0
651,Queens,Private room,62,Private Room,1,1.0,1.0
653,Brooklyn,Entire home/apt,155,Entire Unit,4,2.0,1.0
656,Manhattan,Entire home/apt,73,Entire Unit,2,1.0,0.0
657,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
659,Brooklyn,Entire home/apt,85,Entire Unit,2,1.0,1.0
660,Manhattan,Entire home/apt,250,Entire Unit,2,1.0,1.0
662,Brooklyn,Entire home/apt,220,Entire Unit,4,1.0,1.0
663,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
665,Brooklyn,Private room,70,Private Room,2,1.0,1.0
666,Queens,Entire home/apt,120,Entire Unit,6,2.0,1.0
667,Staten Island,Private room,75,Private Room,2,1.0,1.0
668,Brooklyn,Entire home/apt,100,Entire Unit,2,0.0,1.0
670,Manhattan,Entire home/apt,299,Entire Unit,4,2.0,1.5
671,Manhattan,Entire home/apt,240,Entire Unit,2,2.0,1.0
672,Staten Island,Private room,75,Private Room,2,1.0,1.0
673,Brooklyn,Private room,210,Private Room,4,2.0,1.0
674,Brooklyn,Entire home/apt,175,Entire Unit,4,1.0,1.0
675,Brooklyn,Private room,85,Entire Unit,2,2.0,1.0
676,Queens,Entire home/apt,120,Entire Unit,6,1.0,1.0
677,Queens,Entire home/apt,120,Entire Unit,7,2.0,1.0
678,Brooklyn,Private room,65,Private Room,1,1.0,1.0
679,Manhattan,Entire home/apt,144,Entire Unit,2,1.0,1.0
680,Brooklyn,Private room,85,Private Room,2,1.0,1.0
681,Manhattan,Entire home/apt,195,Entire Unit,2,1.0,1.0
682,Manhattan,Entire home/apt,169,Entire Unit,4,1.0,1.0
684,Brooklyn,Entire home/apt,199,Entire Unit,4,1.0,1.0
685,Brooklyn,Entire home/apt,199,Entire Unit,4,1.0,1.0
688,Manhattan,Entire home/apt,155,Entire Unit,2,1.0,1.0
689,Brooklyn,Private room,52,Private Room,1,1.0,1.0
690,Manhattan,Entire home/apt,171,Entire Unit,3,1.0,1.0
691,Manhattan,Entire home/apt,185,Entire Unit,3,1.0,1.0
694,Manhattan,Entire home/apt,170,Entire Unit,2,1.0,1.0
695,Manhattan,Private room,155,Private Room,2,1.0,1.0
696,Manhattan,Entire home/apt,179,Entire Unit,2,1.0,1.0
701,Manhattan,Private room,95,Private Room,1,1.0,1.0
702,Brooklyn,Entire home/apt,125,Entire Unit,4,1.0,1.0
703,Brooklyn,Entire home/apt,105,Entire Unit,4,2.0,1.0
704,Queens,Private room,39,Private Room,1,1.0,1.0
706,Queens,Entire home/apt,140,Entire Unit,2,1.0,1.0
707,Queens,Private room,80,Private Room,2,1.0,1.0
708,Brooklyn,Private room,103,Private Room,2,1.0,1.0
711,Brooklyn,Entire home/apt,82,Entire Unit,6,3.0,1.0
712,Brooklyn,Private room,115,Private Room,2,1.0,1.0
713,Queens,Entire home/apt,299,Entire Unit,6,3.0,2.0
714,Brooklyn,Entire home/apt,175,Entire Unit,4,2.0,1.0
715,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
717,Queens,Private room,55,Private Room,1,1.0,1.0
718,Brooklyn,Private room,45,Private Room,1,1.0,2.5
719,Manhattan,Private room,65,Private Room,1,1.0,1.5
721,Manhattan,Private room,85,Private Room,2,1.0,1.0
722,Queens,Private room,55,Private Room,1,1.0,1.5
724,Brooklyn,Entire home/apt,230,Entire Unit,2,1.0,1.0
725,Brooklyn,Entire home/apt,200,Entire Unit,6,2.0,1.0
726,Brooklyn,Entire home/apt,150,Entire Unit,3,1.0,1.0
727,Brooklyn,Private room,75,Private Room,2,1.0,1.0
730,Manhattan,Private room,69,Private Room,1,1.0,1.5
732,Manhattan,Entire home/apt,220,Entire Unit,4,2.0,1.0
734,Manhattan,Entire home/apt,225,Entire Unit,6,1.0,1.0
735,Brooklyn,Entire home/apt,195,Entire Unit,4,1.0,1.0
739,Manhattan,Entire home/apt,210,Entire Unit,2,1.0,1.0
741,Brooklyn,Entire home/apt,199,Entire Unit,4,2.0,1.0
744,Manhattan,Entire home/apt,225,Entire Unit,3,1.0,1.0
745,Brooklyn,Private room,82,Private Room,2,1.0,1.0
750,Manhattan,Entire home/apt,130,Entire Unit,2,1.0,1.0
752,Manhattan,Entire home/apt,115,Entire Unit,4,1.0,1.0
759,Brooklyn,Private room,85,Private Room,2,1.0,1.0
760,Manhattan,Private room,85,Private Room,1,2.0,1.0
761,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,1.0
762,Manhattan,Private room,95,Private Room,2,1.0,1.0
764,Manhattan,Entire home/apt,165,Entire Unit,4,1.0,1.0
765,Brooklyn,Entire home/apt,215,Entire Unit,6,2.0,1.0
766,Brooklyn,Entire home/apt,190,Entire Unit,5,1.0,1.0
767,Manhattan,Entire home/apt,99,Entire Unit,2,1.0,1.0
768,Brooklyn,Entire home/apt,185,Entire Unit,2,1.0,1.0
769,Manhattan,Private room,81,Private Room,1,1.0,1.0
770,Manhattan,Entire home/apt,135,Entire Unit,4,0.0,1.0
771,Manhattan,Entire home/apt,100,Entire Unit,2,1.0,1.0
772,Brooklyn,Private room,109,Private Room,3,1.0,1.0
773,Queens,Private room,57,Private Room,2,1.0,1.0
775,Manhattan,Private room,60,Private Room,2,1.0,1.0
776,Manhattan,Private room,60,Private Room,2,1.0,1.0
777,Manhattan,Shared room,45,Shared Room,2,1.0,1.0
778,Manhattan,Private room,60,Private Room,2,1.0,1.0
779,Manhattan,Private room,60,Private Room,2,1.0,1.0
780,Brooklyn,Private room,75,Private Room,2,1.0,1.5
781,Manhattan,Entire home/apt,121,Entire Unit,2,1.0,0.0
782,Brooklyn,Private room,89,Private Room,2,1.0,1.0
784,Brooklyn,Entire home/apt,99,Entire Unit,2,2.0,1.0
786,Manhattan,Private room,179,Private Room,2,1.0,1.0
787,Manhattan,Private room,69,Private Room,2,1.0,1.0
789,Brooklyn,Entire home/apt,155,Entire Unit,2,1.0,1.0
791,Brooklyn,Private room,51,Private Room,2,1.0,1.0
792,Brooklyn,Private room,70,Private Room,2,1.0,1.0
793,Manhattan,Entire home/apt,130,Entire Unit,2,1.0,1.0
795,Manhattan,Entire home/apt,130,Entire Unit,3,1.0,1.0
800,Brooklyn,Entire home/apt,96,Entire Unit,2,1.0,1.0
801,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
805,Brooklyn,Entire home/apt,85,Entire Unit,2,1.0,1.0
807,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
808,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
810,Queens,Private room,80,Private Room,2,1.0,1.0
811,Brooklyn,Entire home/apt,130,Entire Unit,7,2.0,1.0
814,Manhattan,Entire home/apt,300,Entire Unit,7,2.0,1.5
815,Manhattan,Private room,131,Private Room,2,1.0,1.0
817,Manhattan,Entire home/apt,160,Entire Unit,3,1.0,1.0
818,Brooklyn,Private room,75,Private Room,2,1.0,1.5
819,Queens,Private room,45,Private Room,2,1.0,1.0
820,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
822,Brooklyn,Private room,85,Private Room,1,1.0,1.0
823,Brooklyn,Entire home/apt,145,Entire Unit,7,1.0,1.0
825,Manhattan,Entire home/apt,120,Entire Unit,2,1.0,1.0
826,Brooklyn,Entire home/apt,149,Entire Unit,2,1.0,1.0
827,Manhattan,Entire home/apt,166,Entire Unit,2,1.0,1.0
828,Brooklyn,Entire home/apt,150,Entire Unit,6,2.0,1.0
829,Brooklyn,Shared room,44,Private Room,1,1.0,1.0
830,Manhattan,Private room,90,Private Room,2,1.0,1.0
831,Manhattan,Private room,88,Private Room,3,1.0,1.0
833,Brooklyn,Private room,62,Private Room,3,0.0,0.0
835,Brooklyn,Entire home/apt,249,Entire Unit,3,1.0,1.0
836,Brooklyn,Entire home/apt,170,Entire Unit,4,1.0,1.0
837,Manhattan,Private room,150,Private Room,2,1.0,2.5
838,Brooklyn,Private room,68,Private Room,1,1.0,1.0
839,Manhattan,Private room,90,Private Room,2,1.0,1.0
840,Brooklyn,Entire home/apt,200,Entire Unit,4,2.0,1.0
843,Brooklyn,Entire home/apt,185,Entire Unit,6,2.0,1.0
845,Brooklyn,Entire home/apt,115,Entire Unit,3,1.0,1.0
846,Brooklyn,Entire home/apt,140,Entire Unit,4,1.0,1.0
847,Brooklyn,Entire home/apt,95,Entire Unit,3,1.0,1.0
849,Manhattan,Entire home/apt,108,Entire Unit,2,1.0,1.0
851,Brooklyn,Private room,60,Private Room,1,1.0,1.0
852,Brooklyn,Private room,79,Private Room,2,1.0,1.0
853,Queens,Private room,55,Private Room,1,1.0,1.5
854,Queens,Entire home/apt,81,Private Room,2,0.0,1.0
856,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
858,Queens,Private room,70,Private Room,2,1.0,1.0
859,Brooklyn,Entire home/apt,295,Entire Unit,6,2.0,2.0
863,Brooklyn,Entire home/apt,107,Entire Unit,6,2.0,1.0
865,Manhattan,Entire home/apt,100,Entire Unit,3,2.0,1.0
866,Manhattan,Entire home/apt,170,Entire Unit,7,3.0,1.0
867,Brooklyn,Shared room,110,Shared Room,2,1.0,1.0
869,Brooklyn,Entire home/apt,165,Entire Unit,2,1.0,1.0
870,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,1.0
871,Manhattan,Entire home/apt,225,Entire Unit,2,0.0,1.0
872,Manhattan,Entire home/apt,250,Entire Unit,1,1.0,1.0
873,Brooklyn,Private room,56,Private Room,1,1.0,1.0
874,Brooklyn,Private room,70,Private Room,4,1.0,1.0
875,Manhattan,Private room,125,Entire Unit,4,2.0,1.0
876,Brooklyn,Entire home/apt,145,Entire Unit,5,3.0,1.5
877,Queens,Entire home/apt,77,Entire Unit,2,1.0,1.0
878,Brooklyn,Private room,35,Private Room,1,1.0,1.0
879,Brooklyn,Private room,98,Private Room,3,1.0,1.0
883,Brooklyn,Private room,125,Private Room,1,1.0,1.0
884,Manhattan,Private room,55,Private Room,1,1.0,1.0
885,Brooklyn,Private room,99,Private Room,2,1.0,0.0
886,Manhattan,Entire home/apt,140,Entire Unit,3,1.0,1.0
887,Brooklyn,Entire home/apt,75,Entire Unit,2,0.0,1.0
888,Brooklyn,Private room,53,Private Room,1,1.0,1.0
889,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
892,Manhattan,Private room,100,Private Room,2,1.0,1.0
894,Queens,Entire home/apt,115,Entire Unit,2,1.0,1.0
895,Brooklyn,Entire home/apt,189,Entire Unit,6,2.0,1.0
896,Manhattan,Entire home/apt,100,Entire Unit,2,1.0,1.0
897,Brooklyn,Private room,49,Private Room,3,1.0,1.5
900,Brooklyn,Private room,120,Shared Room,2,1.0,2.0
901,Manhattan,Entire home/apt,190,Entire Unit,3,1.0,1.0
903,Queens,Entire home/apt,99,Entire Unit,4,1.0,1.0
904,Manhattan,Entire home/apt,100,Entire Unit,3,1.0,1.0
905,Brooklyn,Private room,70,Private Room,1,1.0,1.0
906,Brooklyn,Entire home/apt,325,Entire Unit,2,1.0,1.0
907,Brooklyn,Entire home/apt,149,Entire Unit,4,1.0,1.0
908,Queens,Entire home/apt,85,Entire Unit,2,1.0,1.0
909,Queens,Private room,81,Private Room,4,1.0,1.0
910,Manhattan,Entire home/apt,88,Entire Unit,3,1.0,1.0
911,Brooklyn,Entire home/apt,130,Entire Unit,2,1.0,1.0
912,Manhattan,Entire home/apt,135,Entire Unit,2,0.0,1.0
913,Brooklyn,Entire home/apt,65,Entire Unit,2,1.0,1.0
914,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
915,Manhattan,Entire home/apt,165,Entire Unit,6,2.0,1.0
916,Queens,Private room,78,Private Room,3,1.0,1.0
918,Queens,Entire home/apt,160,Entire Unit,7,3.0,2.0
919,Brooklyn,Entire home/apt,225,Entire Unit,5,3.0,2.0
921,Manhattan,Private room,65,Private Room,1,1.0,1.0
923,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,0.0
924,Manhattan,Entire home/apt,97,Private Room,2,1.0,1.0
925,Manhattan,Entire home/apt,191,Entire Unit,3,1.0,1.0
926,Manhattan,Entire home/apt,187,Entire Unit,3,1.0,1.0
927,Manhattan,Entire home/apt,172,Entire Unit,3,1.0,1.0
929,Brooklyn,Entire home/apt,275,Entire Unit,6,3.0,1.0
931,Manhattan,Entire home/apt,300,Entire Unit,3,1.0,1.0
932,Brooklyn,Private room,50,Private Room,2,1.0,1.0
933,Brooklyn,Entire home/apt,195,Entire Unit,2,1.0,1.0
935,Queens,Entire home/apt,130,Entire Unit,2,1.0,1.0
936,Brooklyn,Entire home/apt,225,Entire Unit,5,2.0,1.0
937,Brooklyn,Entire home/apt,225,Entire Unit,5,2.0,1.5
938,Queens,Shared room,38,Shared Room,2,1.0,1.0
939,Brooklyn,Entire home/apt,249,Entire Unit,4,2.0,2.0
941,Queens,Private room,69,Private Room,1,1.0,1.0
942,Bronx,Private room,85,Private Room,2,1.0,1.0
945,Brooklyn,Private room,55,Private Room,1,1.0,1.5
946,Queens,Private room,46,Private Room,1,1.0,1.0
947,Manhattan,Entire home/apt,100,Entire Unit,2,1.0,1.0
948,Brooklyn,Entire home/apt,130,Entire Unit,4,2.0,1.0
950,Queens,Private room,59,Private Room,2,1.0,1.0
952,Brooklyn,Private room,96,Private Room,2,1.0,1.0
953,Brooklyn,Entire home/apt,195,Entire Unit,2,1.0,1.0
954,Brooklyn,Entire home/apt,139,Entire Unit,2,1.0,1.0
955,Manhattan,Private room,95,Private Room,2,1.0,1.0
956,Brooklyn,Private room,60,Entire Unit,2,1.0,1.0
959,Manhattan,Entire home/apt,199,Entire Unit,4,1.0,1.5
960,Manhattan,Entire home/apt,110,Entire Unit,2,1.0,1.0
962,Brooklyn,Entire home/apt,83,Entire Unit,2,1.0,1.0
963,Manhattan,Private room,50,Private Room,2,1.0,1.0
964,Manhattan,Private room,70,Private Room,2,1.0,1.0
965,Brooklyn,Entire home/apt,149,Entire Unit,4,2.0,1.0
966,Queens,Entire home/apt,150,Entire Unit,5,2.0,1.0
967,Brooklyn,Entire home/apt,109,Entire Unit,2,1.0,1.0
969,Brooklyn,Private room,80,Private Room,2,1.0,1.0
970,Manhattan,Entire home/apt,300,Entire Unit,3,1.0,2.0
972,Manhattan,Private room,40,Private Room,2,3.0,1.0
973,Manhattan,Private room,75,Private Room,1,1.0,1.0
975,Brooklyn,Private room,72,Private Room,1,1.0,1.0
976,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
977,Brooklyn,Entire home/apt,195,Entire Unit,2,1.0,1.0
978,Brooklyn,Entire home/apt,189,Entire Unit,2,1.0,1.0
979,Brooklyn,Entire home/apt,182,Entire Unit,4,3.0,1.0
980,Manhattan,Entire home/apt,240,Entire Unit,2,1.0,1.0
982,Brooklyn,Entire home/apt,175,Entire Unit,2,1.0,1.0
983,Manhattan,Entire home/apt,158,Entire Unit,4,1.0,1.0
984,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
986,Brooklyn,Entire home/apt,95,Entire Unit,3,1.0,1.0
988,Manhattan,Private room,89,Private Room,1,1.0,1.0
989,Brooklyn,Private room,60,Private Room,2,1.0,1.5
990,Manhattan,Private room,45,Private Room,1,4.0,1.0
991,Brooklyn,Private room,99,Entire Unit,2,1.0,1.0
992,Brooklyn,Entire home/apt,300,Entire Unit,7,3.0,3.0
993,Brooklyn,Private room,40,Private Room,2,1.0,1.5
994,Manhattan,Private room,115,Private Room,1,1.0,1.0
995,Brooklyn,Entire home/apt,100,Entire Unit,3,1.0,1.0
996,Brooklyn,Private room,40,Private Room,1,1.0,1.0
997,Manhattan,Entire home/apt,133,Entire Unit,3,2.0,1.0
1000,Brooklyn,Entire home/apt,300,Entire Unit,6,2.0,3.0
1001,Manhattan,Private room,135,Private Room,2,1.0,1.0
1002,Brooklyn,Entire home/apt,189,Entire Unit,2,1.0,1.0
1003,Brooklyn,Entire home/apt,140,Entire Unit,2,1.0,1.0
1004,Manhattan,Entire home/apt,115,Entire Unit,4,2.0,1.0
1005,Brooklyn,Entire home/apt,190,Entire Unit,2,1.0,1.0
1008,Manhattan,Private room,47,Private Room,1,1.0,2.0
1009,Brooklyn,Private room,60,Private Room,3,1.0,1.0
1012,Manhattan,Entire home/apt,170,Entire Unit,4,2.0,2.0
1013,Manhattan,Private room,94,Private Room,3,1.0,1.0
1016,Brooklyn,Entire home/apt,79,Entire Unit,2,1.0,1.0
1017,Brooklyn,Private room,152,Entire Unit,1,2.0,1.0
1018,Brooklyn,Entire home/apt,212,Entire Unit,4,2.0,1.0
1019,Brooklyn,Entire home/apt,99,Entire Unit,4,2.0,1.0
1020,Manhattan,Private room,80,Private Room,2,1.0,1.0
1021,Manhattan,Private room,125,Private Room,1,1.0,1.0
1023,Brooklyn,Private room,35,Private Room,1,1.0,1.0
1024,Brooklyn,Entire home/apt,99,Entire Unit,4,1.0,1.0
1025,Manhattan,Private room,44,Private Room,1,1.0,2.0
1026,Brooklyn,Private room,89,Private Room,1,1.0,1.0
1028,Brooklyn,Entire home/apt,80,Entire Unit,2,1.0,1.0
1029,Bronx,Private room,65,Private Room,2,1.0,1.0
1030,Manhattan,Entire home/apt,285,Entire Unit,5,1.0,1.0
1031,Brooklyn,Entire home/apt,120,Entire Unit,4,1.0,1.0
1032,Brooklyn,Entire home/apt,95,Entire Unit,4,1.0,1.0
1033,Brooklyn,Private room,75,Private Room,1,1.0,1.0
1034,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
1035,Brooklyn,Entire home/apt,99,Entire Unit,2,1.0,1.0
1036,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
1037,Manhattan,Entire home/apt,175,Entire Unit,2,1.0,1.0
1038,Manhattan,Private room,95,Private Room,2,1.0,1.0
1040,Brooklyn,Entire home/apt,179,Entire Unit,3,1.0,1.0
1041,Brooklyn,Private room,105,Private Room,1,1.0,1.0
1042,Queens,Entire home/apt,90,Entire Unit,4,2.0,1.0
1044,Manhattan,Private room,41,Private Room,1,1.0,2.0
1045,Manhattan,Entire home/apt,290,Entire Unit,2,0.0,1.0
1046,Brooklyn,Private room,60,Private Room,2,1.0,1.0
1047,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
1048,Brooklyn,Private room,75,Private Room,1,1.0,1.0
1051,Brooklyn,Private room,99,Private Room,2,1.0,1.0
1053,Brooklyn,Entire home/apt,250,Entire Unit,7,4.0,1.5
1054,Manhattan,Private room,95,Private Room,2,1.0,1.0
1055,Brooklyn,Entire home/apt,147,Entire Unit,3,2.0,1.0
1056,Manhattan,Entire home/apt,300,Entire Unit,5,2.0,1.0
1058,Manhattan,Private room,95,Private Room,2,1.0,1.0
1059,Manhattan,Shared room,165,Shared Room,3,1.0,1.0
1064,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
1065,Bronx,Private room,60,Private Room,4,1.0,1.0
1066,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
1068,Manhattan,Entire home/apt,269,Entire Unit,2,1.0,1.0
1071,Manhattan,Private room,140,Private Room,1,1.0,1.0
1072,Brooklyn,Private room,115,Private Room,2,1.0,1.0
1074,Brooklyn,Entire home/apt,131,Entire Unit,2,1.0,1.0
1075,Brooklyn,Private room,175,Private Room,3,2.0,1.0
1076,Manhattan,Entire home/apt,145,Entire Unit,4,1.0,1.0
1078,Manhattan,Private room,109,Private Room,2,2.0,1.0
1079,Manhattan,Private room,150,Private Room,1,1.0,1.0
1080,Brooklyn,Private room,75,Private Room,2,1.0,1.0
1081,Brooklyn,Private room,55,Private Room,1,1.0,0.0
1082,Brooklyn,Private room,75,Private Room,4,1.0,1.0
1085,Manhattan,Entire home/apt,235,Entire Unit,2,1.0,1.0
1086,Brooklyn,Entire home/apt,225,Entire Unit,4,2.0,1.0
1088,Queens,Private room,79,Private Room,2,1.0,1.0
1089,Manhattan,Entire home/apt,145,Entire Unit,4,1.0,1.0
1090,Brooklyn,Private room,78,Private Room,4,2.0,2.0
1091,Brooklyn,Entire home/apt,120,Entire Unit,4,2.0,1.0
1092,Brooklyn,Private room,90,Private Room,2,1.0,1.0
1093,Brooklyn,Entire home/apt,188,Entire Unit,2,1.0,1.0
1096,Manhattan,Entire home/apt,93,Entire Unit,2,0.0,1.0
1097,Manhattan,Entire home/apt,93,Entire Unit,2,0.0,1.0
1098,Manhattan,Entire home/apt,190,Entire Unit,4,2.0,1.0
1099,Manhattan,Entire home/apt,185,Entire Unit,4,2.0,1.0
1100,Manhattan,Private room,75,Private Room,1,1.0,1.0
1101,Brooklyn,Private room,85,Entire Unit,3,2.0,1.0
1104,Manhattan,Private room,199,Private Room,2,1.0,1.0
1105,Manhattan,Entire home/apt,219,Entire Unit,4,1.0,1.0
1106,Brooklyn,Entire home/apt,140,Entire Unit,3,2.0,1.0
1107,Brooklyn,Private room,53,Entire Unit,2,1.0,1.0
1108,Brooklyn,Private room,67,Entire Unit,2,1.0,1.0
1109,Manhattan,Private room,111,Private Room,1,1.0,1.0
1111,Manhattan,Private room,89,Private Room,1,1.0,1.0
1112,Brooklyn,Entire home/apt,129,Entire Unit,4,0.0,1.0
1113,Brooklyn,Entire home/apt,250,Entire Unit,5,3.0,1.0
1114,Brooklyn,Entire home/apt,129,Entire Unit,4,0.0,1.0
1115,Brooklyn,Entire home/apt,199,Entire Unit,3,3.0,1.0
1116,Manhattan,Entire home/apt,217,Entire Unit,2,1.0,1.0
1118,Brooklyn,Private room,70,Private Room,2,1.0,1.0
1119,Queens,Entire home/apt,100,Entire Unit,2,1.0,1.0
1121,Brooklyn,Private room,75,Private Room,2,1.0,1.0
1122,Brooklyn,Private room,95,Private Room,2,1.0,1.0
1125,Manhattan,Entire home/apt,210,Entire Unit,2,1.0,1.0
1128,Manhattan,Entire home/apt,125,Entire Unit,4,0.0,1.0
1129,Brooklyn,Private room,72,Private Room,2,1.0,1.0
1130,Manhattan,Private room,112,Private Room,3,1.0,1.0
1131,Manhattan,Entire home/apt,140,Entire Unit,2,1.0,1.0
1133,Brooklyn,Entire home/apt,100,Entire Unit,3,1.0,1.0
1134,Manhattan,Entire home/apt,178,Entire Unit,6,2.0,1.0
1135,Brooklyn,Entire home/apt,85,Entire Unit,2,0.0,1.0
1136,Queens,Private room,35,Private Room,1,1.0,1.0
1137,Brooklyn,Private room,69,Private Room,2,1.0,1.0
1138,Manhattan,Entire home/apt,175,Entire Unit,5,1.0,1.0
1139,Manhattan,Private room,169,Private Room,2,1.0,1.0
1141,Brooklyn,Entire home/apt,120,Entire Unit,3,2.0,1.0
1142,Brooklyn,Private room,110,Private Room,1,1.0,1.0
1143,Manhattan,Entire home/apt,179,Entire Unit,2,1.0,1.0
1145,Brooklyn,Private room,62,Private Room,2,1.0,1.0
1147,Manhattan,Entire home/apt,300,Entire Unit,2,1.0,1.0
1148,Manhattan,Entire home/apt,98,Entire Unit,2,0.0,1.0
1150,Manhattan,Entire home/apt,96,Entire Unit,2,0.0,1.0
1151,Manhattan,Private room,125,Private Room,2,1.0,1.0
1152,Manhattan,Private room,100,Private Room,1,1.0,1.0
1153,Brooklyn,Entire home/apt,149,Entire Unit,4,1.0,1.0
1154,Bronx,Private room,60,Entire Unit,2,1.0,1.0
1155,Brooklyn,Entire home/apt,190,Entire Unit,4,3.0,1.5
1156,Brooklyn,Entire home/apt,275,Entire Unit,2,1.0,1.0
1158,Brooklyn,Private room,66,Private Room,1,1.0,1.5
1159,Manhattan,Entire home/apt,220,Entire Unit,5,2.0,3.0
1160,Brooklyn,Private room,49,Private Room,3,1.0,1.0
1164,Manhattan,Entire home/apt,140,Entire Unit,2,1.0,1.0
1165,Brooklyn,Entire home/apt,115,Entire Unit,2,1.0,1.0
1166,Manhattan,Entire home/apt,269,Entire Unit,3,2.0,1.0
1167,Manhattan,Entire home/apt,121,Entire Unit,2,1.0,1.0
1168,Brooklyn,Entire home/apt,99,Entire Unit,5,1.0,1.0
1170,Manhattan,Entire home/apt,175,Entire Unit,2,0.0,1.5
1174,Queens,Entire home/apt,188,Entire Unit,7,2.0,1.0
1175,Manhattan,Private room,125,Private Room,2,1.0,1.0
1176,Brooklyn,Private room,84,Private Room,2,1.0,1.0
1178,Brooklyn,Entire home/apt,99,Entire Unit,2,1.0,1.0
1179,Manhattan,Entire home/apt,72,Entire Unit,3,1.0,1.0
1180,Brooklyn,Private room,120,Private Room,2,1.0,1.0
1181,Manhattan,Entire home/apt,295,Entire Unit,4,2.0,2.0
1182,Brooklyn,Entire home/apt,200,Entire Unit,2,2.0,2.0
1183,Brooklyn,Entire home/apt,129,Entire Unit,2,0.0,1.0
1184,Queens,Private room,120,Private Room,1,1.0,1.0
1185,Manhattan,Shared room,85,Entire Unit,2,1.0,1.0
1187,Manhattan,Private room,69,Private Room,2,1.0,1.0
1188,Brooklyn,Private room,87,Private Room,3,1.0,1.0
1189,Manhattan,Private room,249,Private Room,2,1.0,1.0
1191,Brooklyn,Entire home/apt,120,Entire Unit,5,1.0,1.0
1193,Manhattan,Entire home/apt,140,Entire Unit,2,1.0,1.0
1194,Brooklyn,Entire home/apt,135,Entire Unit,4,1.0,1.0
1196,Manhattan,Private room,150,Private Room,2,1.0,1.0
