id,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds
644879864869000000,Private room in rental unit,Private room,2,1 private bath,1,1
644882232742912000,Private room in rental unit,Private room,1,1 shared bath,1,1
644893239131306000,Entire rental unit,Entire home/apt,3,1 bath,1,1
644911481466202000,Entire rental unit,Entire home/apt,2,1 bath,,3
644915300326738000,Entire rental unit,Entire home/apt,2,1 bath,1,1
644940552640814000,Entire rental unit,Entire home/apt,2,1 bath,1,2
644960069324573000,Private room in rental unit,Private room,2,1 shared bath,2,1
644976346505862000,Entire rental unit,Entire home/apt,4,1 bath,2,2
644978810466462000,Entire rental unit,Entire home/apt,4,1 bath,1,1
644983706165736000,Private room in home,Private room,2,1 shared bath,1,2
644996126447510000,Entire rental unit,Entire home/apt,2,1 bath,1,2
645001136176513000,Private room in townhouse,Private room,2,1 shared bath,1,1
645056913089000000,Entire rental unit,Entire home/apt,4,1 bath,1,1
645066999703067000,Private room in rental unit,Private room,2,1 shared bath,1,1
645067802724119000,Entire rental unit,Entire home/apt,4,1 bath,3,3
645096335240771000,Private room in rental unit,Private room,2,1 shared bath,1,1
645118192525959000,Entire loft,Entire home/apt,5,1 bath,3,3
645120081701424000,Entire rental unit,Entire home/apt,2,1 bath,,1
645145710182366000,Entire serviced apartment,Entire home/apt,3,1 bath,2,2
645172140026199000,Private room in rental unit,Private room,2,1 shared bath,1,1
645187361458455000,Entire rental unit,Entire home/apt,6,1 bath,2,3
645315165254782000,Entire rental unit,Entire home/apt,2,1 bath,1,1
645386858522010000,Private room in home,Private room,2,1 shared bath,1,1
645426662953840000,Entire guest suite,Entire home/apt,2,1 bath,1,1
645446410837726000,Entire rental unit,Entire home/apt,3,1 bath,3,3
645452818015403000,Entire rental unit,Entire home/apt,2,1 bath,1,1
645503621675190000,Entire rental unit,Entire home/apt,14,4 baths,4,14
645504665493577000,Private room in rental unit,Private room,2,1 private bath,1,1
645570950259581000,Private room in rental unit,Private room,2,1 private bath,1,1
645589858646705000,Entire rental unit,Entire home/apt,4,1 bath,2,2
645615045587314000,Entire rental unit,Entire home/apt,2,1 bath,1,1
645666659875635000,Entire rental unit,Entire home/apt,3,1 bath,1,1
645670635245416000,Entire condo,Entire home/apt,5,3 baths,3,2
645672351250915000,Private room in rental unit,Private room,2,1 shared bath,1,1
645682187326920000,Entire home,Entire home/apt,6,2 baths,3,3
645690521480158000,Room in hotel,Private room,2,1 bath,1,1
645693072833066000,Private room in rental unit,Private room,1,1 shared bath,1,1
645730142033290000,Private room in rental unit,Private room,1,1 shared bath,3,3
645755972905902000,Entire rental unit,Entire home/apt,2,1 bath,1,1
645798452556710000,Entire rental unit,Entire home/apt,2,1 bath,1,1
645819491297280000,Private room in home,Private room,1,1 shared bath,1,1
645842123277866000,Private room in rental unit,Private room,2,1 shared bath,1,1
645843947016841000,Private room in rental unit,Private room,2,1 shared bath,1,1
645886640432143000,Private room in home,Private room,2,1 private bath,1,1
645919514804556000,Entire rental unit,Entire home/apt,5,1 bath,1,3
645930627488937000,Entire rental unit,Entire home/apt,2,1 bath,1,1
645944049677657000,Private room in home,Private room,4,1 private bath,1,1
645990231462317000,Private room in condo,Private room,2,1 private bath,1,1
646023794839467000,Entire home,Entire home/apt,8,2 baths,3,4
646115947890871000,Private room in rental unit,Private room,2,1 shared bath,1,1
646116286313431000,Entire rental unit,Entire home/apt,2,1 bath,,1
646234869189160000,Entire condo,Entire home/apt,4,1 bath,1,2
646238458032862000,Entire rental unit,Entire home/apt,6,1 bath,2,3
646255693260505000,Entire condo,Entire home/apt,6,1 bath,3,3
646258324909440000,Entire home,Entire home/apt,4,1 bath,2,2
646290906877998000,Entire rental unit,Entire home/apt,2,1 bath,1,1
646309888139057000,Entire rental unit,Entire home/apt,6,1 bath,3,3
646325822391260000,Private room in rental unit,Private room,2,1.5 shared baths,1,1
646336852095673000,Private room in rental unit,Private room,3,1 shared bath,1,2
646344908727784000,Entire serviced apartment,Entire home/apt,6,1 bath,3,3
646371982877063000,Private room in condo,Private room,1,2 baths,2,1
646397294912944000,Entire rental unit,Entire home/apt,2,1 bath,1,1
646419242705328000,Entire rental unit,Entire home/apt,1,1 bath,1,1
646422444789464000,Entire condo,Entire home/apt,4,2 baths,2,2
646425809677788000,Private room in rental unit,Private room,2,1 shared bath,1,1
646478058350729000,Private room in rental unit,Private room,2,1 private bath,1,1
646570137072812000,Private room in home,Private room,3,1 shared bath,1,1
646599060652787000,Private room in rental unit,Private room,1,1 shared bath,1,1
646663033628393000,Entire rental unit,Entire home/apt,6,1 bath,,2
646665510489708000,Private room in rental unit,Private room,2,1 private bath,1,1
646834727486680000,Entire townhouse,Entire home/apt,4,1 bath,2,3
646918408545107000,Entire rental unit,Entire home/apt,4,1.5 baths,2,2
646953985544020000,Private room in rental unit,Private room,2,1 private bath,1,1
646978351491038000,Private room in rental unit,Private room,2,1 shared bath,1,2
646982191237619000,Private room in townhouse,Private room,1,5.5 baths,2,1
646982884326196000,Room in boutique hotel,Private room,2,2.5 baths,1,1
647022457334639000,Private room in rental unit,Private room,1,1 bath,1,1
647103115258222000,Entire rental unit,Entire home/apt,4,1 bath,2,2
647124857299425000,Entire rental unit,Entire home/apt,8,1 bath,3,4
647125962319558000,Entire rental unit,Entire home/apt,4,1 bath,2,2
647142881824370000,Private room in home,Private room,3,1 shared bath,1,3
647175001302142000,Entire rental unit,Entire home/apt,2,1 bath,1,1
647196813060495000,Entire rental unit,Entire home/apt,4,1 bath,1,1
647199031644551000,Entire home,Entire home/apt,10,3 baths,4,5
647221355173490000,Private room in home,Private room,2,1 private bath,1,1
647231548594461000,Entire rental unit,Entire home/apt,3,1 bath,1,2
647232256871639000,Private room in rental unit,Private room,1,1 private bath,1,1
647264173221741000,Private room in rental unit,Private room,1,1 shared bath,1,1
647266787507443000,Private room in rental unit,Private room,2,1 shared bath,1,1
647377860427252000,Entire guest suite,Entire home/apt,5,1 bath,1,3
647611959277466000,Private room in rental unit,Private room,2,1 shared bath,1,2
647623852337935000,Entire rental unit,Entire home/apt,4,1 bath,1,2
647641326333983000,Private room in home,Private room,2,1.5 shared baths,1,1
647643258563398000,Entire serviced apartment,Entire home/apt,3,1 bath,1,1
647653334812788000,Entire rental unit,Entire home/apt,3,1 bath,1,1
647670913385420000,Entire rental unit,Entire home/apt,10,1 bath,3,3
647671601562918000,Room in hotel,Private room,2,1 bath,1,1
647685015761536000,Room in hotel,Private room,2,1 bath,1,1
647705805867409000,Room in hotel,Private room,2,1 bath,1,1
647713196690082000,Room in hotel,Private room,2,1 bath,1,1
647754438721915000,Room in hotel,Private room,2,1 bath,1,1
647754533158386000,Room in hotel,Private room,2,1 bath,1,1
647758544368440000,Entire rental unit,Entire home/apt,4,1 bath,2,2
647797577220134000,Room in hotel,Private room,2,1 bath,1,1
647819212597781000,Room in hotel,Private room,2,1 bath,1,1
647823574954643000,Room in hotel,Private room,2,1 bath,1,1
647827764669965000,Room in hotel,Private room,2,1 bath,1,1
647835485551709000,Room in hotel,Private room,2,1 bath,1,1
647838187195786000,Room in hotel,Private room,2,1 bath,1,1
647838196017666000,Entire rental unit,Entire home/apt,2,1 bath,1,1
647861847025672000,Entire condo,Entire home/apt,9,2.5 baths,3,4
647864302363848000,Entire rental unit,Entire home/apt,6,1 bath,1,3
647870055226791000,Entire condo,Entire home/apt,9,3.5 baths,3,4
647871864272863000,Entire condo,Entire home/apt,2,1 bath,1,1
647876419980006000,Entire rental unit,Entire home/apt,2,1 bath,1,1
647903708295530000,Entire rental unit,Entire home/apt,2,1 bath,1,1
647964545003683000,Private room in home,Private room,1,1 shared bath,1,1
647970673581521000,Private room in rental unit,Private room,1,1.5 baths,1,2
647985532783880000,Entire rental unit,Entire home/apt,4,1 bath,2,4
647995381932475000,Private room in rental unit,Private room,2,1 shared bath,1,1
647997237954609000,Entire rental unit,Entire home/apt,2,1 bath,1,1
648002347981302000,Entire rental unit,Entire home/apt,2,1 bath,1,1
648002907473694000,Entire condo,Entire home/apt,3,1 bath,1,2
648030958567177000,Entire rental unit,Entire home/apt,3,1 bath,1,3
648033676238017000,Entire serviced apartment,Entire home/apt,4,2 baths,2,2
648038466365365000,Entire rental unit,Entire home/apt,2,1 bath,1,1
648061121390765000,Entire rental unit,Entire home/apt,2,1 bath,1,1
648082882636178000,Entire home,Entire home/apt,8,1 bath,2,2
648275844064315000,Private room in rental unit,Private room,1,1.5 shared baths,1,1
648367821797968000,Private room in home,Private room,2,2 shared baths,1,1
648377407209324000,Private room in rental unit,Private room,4,1 private bath,1,2
648400812273201000,Entire rental unit,Entire home/apt,4,1 bath,1,1
648414337212373000,Entire home,Entire home/apt,4,1.5 baths,3,3
648415349853084000,Entire home,Entire home/apt,8,2 baths,3,3
648441534455633000,Entire home,Entire home/apt,6,2 baths,3,3
648444442324261000,Private room in resort,Private room,2,1 private bath,1,1
648450399648741000,Entire rental unit,Entire home/apt,8,1 bath,2,4
648450421519395000,Entire rental unit,Entire home/apt,4,1 bath,2,3
648450444939479000,Private room in home,Private room,2,1 shared bath,1,1
648450547709458000,Entire rental unit,Entire home/apt,4,1 bath,1,2
648450582550297000,Entire rental unit,Entire home/apt,2,2 baths,1,1
648450607154238000,Entire townhouse,Entire home/apt,6,1.5 baths,3,5
648452537951315000,Entire condo,Entire home/apt,2,1 bath,1,1
648456199259951000,Private room in rental unit,Private room,2,1 shared bath,1,1
648456236424455000,Entire guest suite,Entire home/apt,4,1 bath,2,3
648456276648354000,Private room in rental unit,Private room,2,1 shared bath,1,1
648456451393665000,Entire rental unit,Entire home/apt,3,1 bath,1,1
648456478460364000,Private room in rental unit,Private room,2,1 private bath,1,1
648456536963069000,Entire townhouse,Entire home/apt,3,2 baths,2,2
648476774453117000,Private room in rental unit,Private room,2,1 shared bath,1,1
648487968072894000,Entire rental unit,Entire home/apt,3,1 bath,1,1
648492150625698000,Entire rental unit,Entire home/apt,4,1 bath,2,3
648494683232276000,Entire rental unit,Entire home/apt,4,2 baths,2,3
648501530742752000,Private room in rental unit,Private room,1,1 shared bath,1,1
648501998683415000,Entire rental unit,Entire home/apt,4,1 bath,2,2
648509648378562000,Private room in casa particular,Private room,1,1 shared bath,1,1
648526008035647000,Private room in rental unit,Private room,3,1 shared bath,1,1
648543338159103000,Private room in rental unit,Private room,2,1.5 shared baths,1,2
648552533965336000,Entire rental unit,Entire home/apt,3,1 bath,,2
648565900460944000,Private room in home,Private room,1,1 shared bath,1,1
648587804094088000,Entire rental unit,Entire home/apt,6,1 bath,2,3
648591321740101000,Entire rental unit,Entire home/apt,6,1 bath,3,3
648592683552031000,Entire rental unit,Entire home/apt,2,1 bath,1,1
648612556966047000,Entire rental unit,Entire home/apt,6,2 baths,2,2
648612872660003000,Entire rental unit,Entire home/apt,6,2 baths,2,2
648624892795898000,Entire rental unit,Entire home/apt,1,1 bath,1,1
648626938629605000,Private room in rental unit,Private room,2,1 shared bath,1,1
648632021145048000,Private room in home,Private room,2,1 shared bath,1,2
648652940000095000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
648669342179626000,Private room in rental unit,Private room,2,1 shared bath,3,1
648672013257685000,Entire loft,Entire home/apt,2,1 bath,,1
648686501635596000,Private room in rental unit,Private room,2,1 shared bath,1,1
648698261064381000,Room in boutique hotel,Private room,2,1 private bath,1,2
648723273739790000,Entire home,Entire home/apt,2,1 bath,1,1
648732550651285000,Entire rental unit,Entire home/apt,6,2 baths,3,3
648733025832739000,Entire rental unit,Entire home/apt,4,1 bath,3,3
648733914773975000,Entire loft,Entire home/apt,8,1 bath,3,6
648763336407550000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
648763791159253000,Entire rental unit,Entire home/apt,4,1 bath,1,1
648767260782957000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
648769519319592000,Entire rental unit,Entire home/apt,8,2 baths,3,4
648775559661516000,Entire rental unit,Entire home/apt,4,1 bath,2,2
648830857855035000,Entire rental unit,Entire home/apt,6,1 bath,3,3
648857359350164000,Private room in home,Private room,2,1 private bath,1,1
648908101004994000,Entire rental unit,Entire home/apt,2,1 bath,1,1
648959903503485000,Entire home,Entire home/apt,4,1 bath,2,2
649072066761453000,Private room in rental unit,Private room,2,1 shared bath,1,1
649075074887124000,Entire rental unit,Entire home/apt,3,2 baths,1,1
649081767387878000,Entire rental unit,Entire home/apt,5,1 bath,1,3
649098572529240000,Entire rental unit,Entire home/apt,1,1 bath,1,1
649107665318683000,Room in hotel,Private room,4,1 private bath,1,1
649110754016519000,Private room in rental unit,Private room,3,1 private bath,1,1
649129686097497000,Entire rental unit,Entire home/apt,2,1 bath,2,1
649151177143239000,Entire condo,Entire home/apt,2,1 bath,1,1
649151246743619000,Private room in rental unit,Private room,2,1 private bath,1,2
649151763894140000,Entire condo,Entire home/apt,6,1 bath,3,4
649166518797530000,Private room in rental unit,Private room,3,1.5 baths,1,2
649171234457483000,Entire rental unit,Entire home/apt,4,1 bath,2,2
649174647761073000,Entire rental unit,Entire home/apt,6,1 bath,2,3
649185211357475000,Private room in home,Private room,2,2 shared baths,1,1
649188496353748000,Private room in guesthouse,Private room,2,1 shared bath,1,1
649191662278775000,Entire guesthouse,Entire home/apt,4,1 bath,2,2
649192796335835000,Entire home,Entire home/apt,4,2.5 baths,3,3
649198315322593000,Entire rental unit,Entire home/apt,3,1 bath,1,1
649207925115972000,Entire rental unit,Entire home/apt,2,1 bath,1,1
649211720318305000,Entire rental unit,Entire home/apt,6,2.5 baths,2,4
649219823299860000,Entire rental unit,Entire home/apt,10,2.5 baths,3,5
649237129456635000,Private room in townhouse,Private room,2,1 shared bath,1,2
649243480456322000,Private room in condo,Private room,1,1 bath,1,1
649246512788760000,Entire rental unit,Entire home/apt,2,1 bath,,1
649265769107676000,Entire rental unit,Entire home/apt,5,1 bath,2,2
649265807138349000,Entire rental unit,Entire home/apt,2,1 bath,,1
649267754730612000,Entire townhouse,Entire home/apt,6,1.5 baths,2,1
649268987350251000,Entire rental unit,Entire home/apt,2,1 bath,,1
649294695151248000,Private room in bed and breakfast,Private room,1,1 shared bath,1,1
649304996787581000,Entire rental unit,Entire home/apt,4,1 bath,1,2
649312397859851000,Entire rental unit,Entire home/apt,3,1 bath,1,2
649314086113530000,Entire condo,Entire home/apt,4,1 bath,1,2
649314401060114000,Entire rental unit,Entire home/apt,4,1 bath,2,2
649339309433224000,Private room in rental unit,Private room,1,1 shared bath,1,1
649344196401364000,Entire rental unit,Entire home/apt,6,1 bath,1,1
649347737130859000,Entire townhouse,Entire home/apt,15,6 baths,6,10
649361804801721000,Entire rental unit,Entire home/apt,2,1 bath,,1
649363164796505000,Entire rental unit,Entire home/apt,6,1 bath,3,3
649370859426615000,Entire rental unit,Entire home/apt,3,1 bath,1,1
649418071637165000,Private room in townhouse,Private room,2,1 shared bath,1,1
649449861383385000,Entire townhouse,Entire home/apt,6,2 baths,2,3
649452488233027000,Private room in townhouse,Private room,2,1 bath,1,1
649456938798001000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
649464742761309000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
649465676890920000,Entire rental unit,Entire home/apt,2,1 bath,1,1
649466242773474000,Entire rental unit,Entire home/apt,1,1 bath,1,1
649470584792583000,Entire rental unit,Entire home/apt,2,1 bath,1,1
649470625539259000,Entire rental unit,Entire home/apt,10,2.5 baths,3,4
649490661045617000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
649493072234819000,Entire serviced apartment,Entire home/apt,2,1 bath,,1
649494449607912000,Entire rental unit,Entire home/apt,2,1 bath,1,1
649522948140887000,Entire guest suite,Entire home/apt,6,2 baths,3,3
649545116803421000,Entire rental unit,Entire home/apt,4,1 bath,1,2
649701695006936000,Private room in vacation home,Private room,1,1 shared bath,1,1
649767398388341000,Entire rental unit,Entire home/apt,6,1 bath,2,3
649802744226038000,Entire home,Entire home/apt,2,1 bath,1,1
649814577876399000,Private room in serviced apartment,Private room,1,1 shared bath,1,1
649822027002295000,Entire home,Entire home/apt,5,1 bath,2,2
649846968394377000,Entire loft,Entire home/apt,4,2 baths,1,1
649854631930421000,Entire rental unit,Entire home/apt,4,2 baths,2,2
649880048973005000,Entire rental unit,Entire home/apt,2,1 bath,1,1
649900405599945000,Room in boutique hotel,Private room,4,1 bath,1,2
649903423252035000,Room in boutique hotel,Private room,2,1 bath,1,1
649904945697397000,Room in boutique hotel,Private room,2,1 bath,1,1
649905929833715000,Room in boutique hotel,Private room,4,1 bath,1,2
649906944540990000,Room in boutique hotel,Private room,4,1 bath,1,2
649907953015247000,Room in boutique hotel,Private room,2,1 bath,1,1
649907962236132000,Private room in rental unit,Private room,2,1 private bath,1,1
649925166653898000,Entire rental unit,Entire home/apt,5,1 bath,2,3
649929352278591000,Entire rental unit,Entire home/apt,4,1 bath,1,3
649930539132835000,Room in boutique hotel,Private room,2,1 bath,,1
649935588690630000,Private room in rental unit,Private room,1,1 shared bath,2,1
649952179707636000,Room in boutique hotel,Private room,4,1 bath,,2
649956072253106000,Private room in townhouse,Private room,2,1 shared bath,1,1
649958810437390000,Room in boutique hotel,Private room,2,1 bath,,1
649963048680187000,Entire rental unit,Entire home/apt,2,1 bath,,1
649965690762945000,Room in boutique hotel,Private room,2,1 bath,,1
649968161200990000,Entire rental unit,Entire home/apt,11,2 baths,4,8
649968169559996000,Room in boutique hotel,Private room,2,1 bath,,1
649981575461513000,Entire serviced apartment,Entire home/apt,4,2 baths,2,2
650002553959901000,Entire condo,Entire home/apt,3,1 bath,1,1
650032103530127000,Entire rental unit,Entire home/apt,3,1 bath,1,2
650062329789354000,Entire home,Entire home/apt,5,2 baths,2,3
650064306633247000,Entire condo,Entire home/apt,7,1 bath,3,3
650091090835962000,Private room in home,Private room,2,1 shared bath,1,1
650122773218644000,Private room in loft,Private room,4,1 bath,1,2
650139894928176000,Entire rental unit,Entire home/apt,3,1 bath,1,2
650156553358311000,Entire rental unit,Entire home/apt,2,1 bath,1,1
650177311561189000,Entire rental unit,Entire home/apt,5,1 bath,3,3
650187658808515000,Entire home,Entire home/apt,6,2 baths,2,2
650204531120073000,Entire condo,Entire home/apt,2,1 bath,1,1
650209957516526000,Private room in home,Private room,2,1 shared bath,1,1
650210409472012000,Entire rental unit,Entire home/apt,2,1 bath,,1
650247113599345000,Private room in home,Private room,2,1 shared bath,1,1
650251247664751000,Entire rental unit,Entire home/apt,8,1 bath,3,5
650322620657019000,Private room in rental unit,Private room,2,1 shared bath,1,1
650330687928418000,Entire rental unit,Entire home/apt,3,1 bath,1,1
650439989020257000,Entire rental unit,Entire home/apt,5,1 bath,2,2
650481967750264000,Entire rental unit,Entire home/apt,4,2 baths,3,4
650494137473244000,Entire rental unit,Entire home/apt,4,1.5 baths,3,3
650518709792376000,Private room in home,Private room,6,1 private bath,3,3
650528399811834000,Private room in home,Private room,1,1 shared bath,1,1
650555919587787000,Entire condo,Entire home/apt,2,1 bath,,2
650560582036875000,Entire rental unit,Entire home/apt,2,1 bath,1,1
650620596278052000,Entire rental unit,Entire home/apt,2,2 baths,1,1
650648165126867000,Entire rental unit,Entire home/apt,2,1 bath,1,1
650649307422756000,Entire rental unit,Entire home/apt,2,1 bath,1,1
650657373008534000,Entire rental unit,Entire home/apt,3,1 bath,1,1
650682583711603000,Private room in condo,Private room,2,1 shared bath,1,1
650712432517285000,Entire rental unit,Entire home/apt,8,1.5 baths,3,4
650724811621888000,Private room in rental unit,Private room,1,1 shared bath,1,1
650774468041968000,Private room in rental unit,Private room,1,Shared half-bath,1,1
650781806893384000,Private room in condo,Private room,2,1.5 shared baths,1,2
650802140661409000,Entire rental unit,Entire home/apt,2,2 baths,1,1
650885214260025000,Private room in serviced apartment,Private room,1,1 shared bath,1,1
650930416689865000,Entire rental unit,Entire home/apt,2,1 bath,1,1
650956611349081000,Entire condo,Entire home/apt,3,1.5 baths,2,2
650958121051903000,Entire rental unit,Entire home/apt,4,1 bath,1,1
650969850624566000,Entire condo,Entire home/apt,4,3 baths,3,4
651085802541699000,Entire rental unit,Entire home/apt,4,1 bath,3,3
651141070866801000,Private room in home,Private room,3,1 shared bath,1,1
651217453070716000,Entire rental unit,Entire home/apt,2,1 bath,1,1
651268084700040000,Entire townhouse,Entire home/apt,7,2.5 baths,4,4
651315208890296000,Private room in loft,Private room,2,1 private bath,1,1
651326617478315000,Entire home,Entire home/apt,4,1 bath,1,2
651338556174245000,Entire rental unit,Entire home/apt,3,1 bath,1,1
651340447082779000,Entire rental unit,Entire home/apt,16,1 bath,2,1
651379369974834000,Entire rental unit,Entire home/apt,3,1 bath,1,2
651383983309519000,Entire rental unit,Entire home/apt,5,1 bath,1,3
651405001634350000,Entire rental unit,Entire home/apt,4,1 bath,2,2
651474937733497000,Private room in rental unit,Private room,1,1.5 shared baths,1,1
651495086718522000,Private room in rental unit,Private room,1,1 shared bath,1,2
651497507012443000,Private room in rental unit,Private room,2,1 shared bath,1,1
651501785568139000,Entire rental unit,Entire home/apt,3,1 bath,1,2
651524831580142000,Entire rental unit,Entire home/apt,3,1 bath,1,1
651562218202790000,Private room in home,Private room,4,1 private bath,2,2
651564440114113000,Private room in rental unit,Private room,2,1 shared bath,1,1
651582873857287000,Entire serviced apartment,Entire home/apt,3,1 bath,1,1
651587873612601000,Entire rental unit,Entire home/apt,4,1 bath,2,3
651593916026998000,Private room in townhouse,Private room,2,2.5 baths,1,1
651609977576996000,Entire rental unit,Entire home/apt,2,1 bath,1,1
651628141529414000,Entire rental unit,Entire home/apt,4,1 bath,1,3
651629086666838000,Entire rental unit,Entire home/apt,3,1 bath,1,1
651634314032635000,Private room in rental unit,Private room,2,1 shared bath,1,1
651640728974046000,Entire rental unit,Entire home/apt,6,1 bath,3,3
651729832349920000,Entire rental unit,Entire home/apt,3,1 bath,1,1
651908038576153000,Entire rental unit,Entire home/apt,4,1 bath,1,1
651962426671536000,Private room in rental unit,Private room,2,1 shared bath,1,1
652120549941639000,Entire rental unit,Entire home/apt,6,1 bath,3,3
652120810999507000,Private room in rental unit,Private room,2,1 shared bath,1,1
652133397126883000,Entire home,Entire home/apt,2,1 bath,1,1
652148994573037000,Private room in rental unit,Private room,2,1 shared bath,1,1
652172745279262000,Entire condo,Entire home/apt,4,1 bath,2,2
652209616641745000,Entire rental unit,Entire home/apt,2,1 bath,,1
652253952259013000,Private room in rental unit,Private room,2,1 private bath,1,1
652275726851956000,Entire townhouse,Entire home/apt,10,3 baths,5,6
652279676468280000,Entire rental unit,Entire home/apt,4,1 bath,1,2
652282737437759000,Entire rental unit,Entire home/apt,2,1 bath,1,1
652310534246973000,Entire rental unit,Entire home/apt,4,1 bath,1,2
652377383920711000,Entire rental unit,Entire home/apt,4,1 bath,1,2
652434458892299000,Private room in rental unit,Private room,1,1 shared bath,1,1
652479620794192000,Private room in rental unit,Private room,1,1 shared bath,1,1
652494151174298000,Private room in rental unit,Private room,1,1 shared bath,1,1
652512981578744000,Private room in rental unit,Private room,2,1 shared bath,1,1
652602679378672000,Entire rental unit,Entire home/apt,8,2 baths,3,3
652799770913807000,Entire rental unit,Entire home/apt,4,2 baths,2,3
652821337452156000,Entire rental unit,Entire home/apt,2,1 bath,1,1
652940041355758000,Entire home,Entire home/apt,4,1 bath,1,1
652943524305648000,Entire rental unit,Entire home/apt,6,1 bath,3,3
652953602558769000,Entire condo,Entire home/apt,4,1 bath,1,2
652986069370196000,Entire rental unit,Entire home/apt,2,1 bath,1,1
652993992835732000,Private room in rental unit,Private room,2,1 shared bath,1,1
653015092633711000,Private room in rental unit,Private room,1,1 private bath,1,1
653032844402630000,Entire rental unit,Entire home/apt,6,1 bath,3,3
653046538658437000,Entire rental unit,Entire home/apt,6,1 bath,2,3
653049977317737000,Entire rental unit,Entire home/apt,3,1 bath,1,1
653115959913997000,Private room in townhouse,Private room,1,1.5 shared baths,1,1
653121162678902000,Entire rental unit,Entire home/apt,4,1 bath,1,1
653121626548977000,Private room in rental unit,Private room,4,1.5 baths,2,2
653180708435531000,Private room in rental unit,Private room,1,1 shared bath,1,1
653258474247952000,Private room in rental unit,Private room,2,1 shared bath,1,1
653261449256633000,Private room in townhouse,Private room,2,1 shared bath,1,1
653269535028155000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653295261335760000,Entire rental unit,Entire home/apt,4,1 bath,2,2
653295592214768000,Entire rental unit,Entire home/apt,6,2 baths,3,3
653331491008788000,Entire townhouse,Entire home/apt,4,1 bath,2,2
653408208721590000,Private room in home,Private room,2,1 shared bath,1,1
653419508239910000,Private room in rental unit,Private room,2,1 shared bath,1,1
653436475529853000,Private room in rental unit,Private room,4,1 shared bath,1,1
653449381677669000,Entire rental unit,Entire home/apt,3,2 baths,2,2
653459776023797000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653462989981755000,Private room in rental unit,Private room,2,1 private bath,2,2
653464512424458000,Entire rental unit,Entire home/apt,6,1 bath,2,4
653483360414653000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653507297797336000,Private room in rental unit,Private room,3,1 private bath,1,2
653521234296197000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653521720885521000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653525485708988000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653534466197553000,Entire rental unit,Entire home/apt,6,1 bath,3,3
653538289455674000,Room in boutique hotel,Private room,4,1 shared bath,1,2
653548862475355000,Private room in rental unit,Private room,1,1 private bath,1,1
653589301758521000,Private room in home,Private room,2,1 shared bath,1,1
653592224666782000,Entire rental unit,Entire home/apt,4,1 bath,2,2
653607125944399000,Private room in home,Private room,2,1 shared bath,1,1
653612940490299000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653645669646983000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653688020628660000,Entire rental unit,Entire home/apt,12,1 bath,3,9
653695927053014000,Entire rental unit,Entire home/apt,2,1 bath,1,1
653708023596029000,Private room in rental unit,Private room,2,2 shared baths,1,1
653712396686659000,Private room in rental unit,Private room,1,1 shared bath,1,1
653714732160288000,Entire rental unit,Entire home/apt,4,2 baths,2,3
653723361452107000,Entire vacation home,Entire home/apt,2,2 baths,2,2
653746064400470000,Private room in home,Private room,1,1 shared bath,1,1
653816134235884000,Private room in home,Private room,3,1 private bath,1,1
653824342335096000,Private room in home,Private room,1,1 shared bath,1,1
653829453430291000,Entire rental unit,Entire home/apt,4,1 bath,2,2
653909555821012000,Private room in townhouse,Private room,1,1 shared bath,1,1
653910638122366000,Entire rental unit,Entire home/apt,2,1 bath,1,1
654030106559187000,Private room in vacation home,Private room,2,1 shared bath,1,1
654073673847797000,Private room in rental unit,Private room,2,1 shared bath,1,2
654142667155717000,Entire rental unit,Entire home/apt,8,2 baths,4,4
654180942710292000,Entire condo,Entire home/apt,2,1 bath,,1
654181601377554000,Entire condo,Entire home/apt,3,1 bath,1,1
654181673653127000,Entire rental unit,Entire home/apt,2,1 bath,1,1
654203144934228000,Entire townhouse,Entire home/apt,4,1 bath,2,2
654205729897122000,Entire vacation home,Entire home/apt,4,1 bath,1,1
654206843986971000,Private room in rental unit,Private room,5,1 shared bath,1,3
654207683472710000,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
654213698930297000,Entire rental unit,Entire home/apt,4,1 bath,2,2
654236650153476000,Private room in rental unit,Private room,2,1 shared bath,1,1
654244807190401000,Entire loft,Entire home/apt,2,1 bath,1,1
654251208186874000,Entire rental unit,Entire home/apt,2,1 bath,,1
654268892732713000,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
654272694167633000,Entire serviced apartment,Entire home/apt,2,1 bath,1,1
654274540781636000,Entire rental unit,Entire home/apt,4,1 bath,1,1
654297267478126000,Casa particular,Entire home/apt,2,1 bath,1,1
654333554593235000,Entire home,Entire home/apt,6,1 bath,3,3
