,neighbourhood_group,room_type,property_type,accommodates,bedrooms,bathrooms,log_price
1958,Manhattan,Private room,Private Room,2,1.0,1.5,4.382026634673881
1964,Brooklyn,Private room,Private Room,2,1.0,1.0,4.48863636973214
1966,Manhattan,Private room,Private Room,2,1.0,1.0,4.941642422609304
1969,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.499809670330265
1970,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.0,4.605170185988092
1971,Brooklyn,Entire home/apt,Entire Unit,5,3.0,2.5,5.521460917862246
1972,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.662960480135946
1977,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
1980,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.9344739331306915
1982,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
1983,Brooklyn,Private room,Private Room,1,1.0,1.0,4.605170185988092
1984,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.075173815233827
1985,Manhattan,Private room,Private Room,2,1.0,1.0,4.90527477843843
1986,Queens,Entire home/apt,Entire Unit,5,3.0,1.5,5.521460917862246
1987,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.59511985013459
1988,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
1989,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
1990,Brooklyn,Entire home/apt,Entire Unit,6,3.0,1.0,5.393627546352362
1991,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.356708826689592
1992,Bronx,Entire home/apt,Entire Unit,2,0.0,1.0,4.31748811353631
1997,Queens,Entire home/apt,Entire Unit,3,0.0,1.5,4.59511985013459
1998,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
2001,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.532599493153256
2002,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.703782474656201
2003,Manhattan,Private room,Private Room,2,1.0,1.0,4.8283137373023015
2005,Brooklyn,Private room,Private Room,2,1.0,1.0,3.828641396489095
2006,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
2008,Manhattan,Private room,Private Room,1,1.0,2.5,4.382026634673881
2010,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.0,5.703782474656201
2014,Brooklyn,Entire home/apt,Room In,4,0.0,1.0,4.859812404361672
2016,Brooklyn,Private room,Private Room,2,1.0,1.0,5.0106352940962555
2019,Brooklyn,Entire home/apt,Entire Unit,4,3.0,2.0,5.755742213586912
2025,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.48863636973214
2030,Manhattan,Private room,Private Room,2,3.0,1.5,4.23410650459726
2033,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.90527477843843
2035,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.553876891600541
2037,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.5,5.480638923341991
2043,Brooklyn,Entire home/apt,Entire Unit,4,3.0,1.0,4.941642422609304
2045,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.541263545158426
2049,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.584967478670572
2051,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.3706380281276624
2056,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.74493212836325
2060,Staten Island,Private room,Private Room,3,1.0,1.0,4.02535169073515
2062,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.955827057601261
2063,Manhattan,Entire home/apt,Entire Unit,6,3.0,2.0,5.700443573390687
2064,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.844187086458591
2068,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.6913478822291435
2071,Queens,Private room,Private Room,1,1.0,1.0,3.6635616461296463
2072,Queens,Private room,Private Room,1,1.0,1.0,3.6375861597263857
2074,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.983606621708336
2075,Brooklyn,Entire home/apt,Entire Unit,4,3.0,1.0,5.762051382780177
2076,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.941642422609304
2077,Queens,Private room,Private Room,1,1.0,1.0,4.605170185988092
2080,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.616771097666572
2084,Manhattan,Private room,Private Room,1,1.0,1.0,4.499809670330265
2085,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.5,4.90527477843843
2087,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
2088,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.521460917862246
2089,Brooklyn,Private room,Entire Unit,2,2.0,1.0,4.174387269895637
2091,Manhattan,Entire home/apt,Entire Unit,5,1.0,1.0,4.859812404361672
2092,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.017279836814924
2093,Brooklyn,Private room,Private Room,2,1.0,1.0,4.3694478524670215
2095,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.90527477843843
2099,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
2105,Brooklyn,Entire home/apt,Entire Unit,2,2.0,1.0,5.298317366548036
2106,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.0,5.298317366548036
2107,Brooklyn,Entire home/apt,Entire Unit,5,3.0,1.0,4.941642422609304
2110,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.248495242049359
2112,Brooklyn,Private room,Private Room,4,1.0,1.5,4.59511985013459
2115,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
2119,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,4.941642422609304
2121,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.298317366548036
2125,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.859812404361672
2126,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.997212273764115
2130,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.5,4.248495242049359
2131,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.787491742782046
2134,Brooklyn,Private room,Private Room,1,1.0,1.0,4.382026634673881
2137,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
2140,Brooklyn,Private room,Private Room,1,1.0,1.5,4.442651256490317
2141,Manhattan,Entire home/apt,Entire Unit,3,2.0,1.0,4.867534450455582
2142,Bronx,Private room,Private Room,2,1.0,1.0,4.653960350157523
2145,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0689042022202315
2147,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.1647859739235145
2149,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.382026634673881
2150,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.075173815233827
2152,Queens,Private room,Private Room,2,1.0,1.0,4.727387818712341
2155,Manhattan,Private room,Entire Unit,6,1.0,1.0,4.23410650459726
2156,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,5.0106352940962555
2157,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8918202981106265
2158,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.25227342804663
2159,Brooklyn,Entire home/apt,Entire Unit,5,3.0,2.0,5.375278407684165
2161,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.770684624465665
2162,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.135798437050262
2164,Brooklyn,Entire home/apt,Entire Unit,5,2.0,2.0,5.147494476813453
2165,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.8283137373023015
2166,Queens,Private room,Private Room,2,1.0,1.0,4.31748811353631
2167,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.59511985013459
2169,Manhattan,Private room,Private Room,2,1.0,1.0,4.248495242049359
2171,Brooklyn,Private room,Private Room,2,1.0,1.0,4.007333185232471
2173,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.553876891600541
2174,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
2181,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.31748811353631
2182,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.19295685089021
2184,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.293304824724492
2191,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.605170185988092
2192,Manhattan,Private room,Private Room,3,1.0,1.0,4.276666119016055
2193,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.605170185988092
2197,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.859812404361672
2200,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,4.912654885736052
2203,Brooklyn,Entire home/apt,Entire Unit,1,1.0,1.5,4.762173934797756
2205,Staten Island,Private room,Private Room,2,1.0,1.5,4.060443010546419
2208,Brooklyn,Private room,Private Room,2,1.0,1.0,4.74493212836325
2209,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.19295685089021
2212,Manhattan,Private room,Private Room,1,1.0,1.0,4.23410650459726
2213,Manhattan,Private room,Private Room,1,1.0,1.0,4.442651256490317
2214,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.762173934797756
2215,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
2216,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.5,5.768320995793772
2217,Manhattan,Private room,Private Room,4,1.0,2.0,4.553876891600541
2218,Brooklyn,Private room,Private Room,2,1.0,1.0,4.700480365792417
2219,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8066624897703196
2220,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
2221,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.003946305945459
2222,Bronx,Private room,Private Room,2,1.0,1.0,3.6888794541139363
2224,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.787491742782046
2225,Brooklyn,Private room,Private Room,4,1.0,1.0,4.787491742782046
2226,Manhattan,Private room,Private Room,1,1.0,1.0,5.135798437050262
2227,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.820281565605037
2228,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.6443908991413725
2229,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.59511985013459
2230,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.062595033026967
2231,Manhattan,Shared room,Shared Room,1,1.0,1.0,4.605170185988092
2233,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.135798437050262
2234,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
2235,Queens,Private room,Private Room,1,1.0,1.0,3.6635616461296463
2239,Brooklyn,Private room,Private Room,1,1.0,1.0,4.653960350157523
2240,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.499809670330265
2242,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.0,5.272999558563747
2243,Manhattan,Private room,Private Room,1,1.0,1.0,4.59511985013459
2245,Queens,Private room,Private Room,1,1.0,1.0,3.912023005428146
2246,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,5.0106352940962555
2247,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.298317366548036
2253,Brooklyn,Private room,Private Room,2,1.0,1.0,3.6888794541139363
2254,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.579729825986222
2256,Brooklyn,Private room,Private Room,2,1.0,1.5,3.8066624897703196
2257,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
2258,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
2260,Queens,Entire home/apt,Entire Unit,6,2.0,1.0,4.787491742782046
2261,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.517452896464707
2264,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
2267,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,4.787491742782046
2268,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.9344739331306915
2271,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.74493212836325
2273,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.5,4.90527477843843
2275,Manhattan,Private room,Private Room,2,1.0,1.0,4.653960350157523
2279,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.0106352940962555
2281,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.017279836814924
2284,Manhattan,Private room,Private Room,1,1.0,1.0,5.521460917862246
2286,Manhattan,Private room,Private Room,1,1.0,1.5,4.382026634673881
2287,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.6443908991413725
2290,Manhattan,Private room,Private Room,2,1.0,1.0,4.9344739331306915
2293,Brooklyn,Entire home/apt,Entire Unit,3,2.0,1.0,4.7535901911063645
2294,Brooklyn,Private room,Private Room,2,1.0,1.0,4.8283137373023015
2296,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.5,5.10594547390058
2299,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
2303,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.553876891600541
2304,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.770684624465665
2305,Brooklyn,Private room,Private Room,1,1.0,1.0,4.394449154672439
2306,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,4.941642422609304
2309,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.762173934797756
2313,Queens,Private room,Private Room,2,1.0,1.0,4.248495242049359
2315,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,5.1647859739235145
2316,Brooklyn,Private room,Private Room,2,1.0,1.0,4.859812404361672
2318,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.241747015059643
2323,Manhattan,Entire home/apt,Entire Unit,4,2.0,2.0,5.075173815233827
2324,Bronx,Entire home/apt,Private Room,5,2.0,1.0,5.043425116919247
2325,Bronx,Private room,Private Room,2,1.0,1.0,4.31748811353631
2326,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
2327,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.8283137373023015
2331,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.941642422609304
2332,Brooklyn,Private room,Private Room,1,1.0,1.0,4.0943445622221
2335,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.867534450455582
2338,Queens,Entire home/apt,Entire Unit,5,1.0,1.0,5.0106352940962555
2341,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.703782474656201
2342,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.74493212836325
2343,Brooklyn,Entire home/apt,Entire Unit,5,3.0,1.0,4.532599493153256
2344,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.77912349311153
2351,Manhattan,Private room,Entire Unit,2,2.0,1.0,4.553876891600541
2352,Brooklyn,Entire home/apt,Entire Unit,6,1.0,1.5,5.220355825078324
2354,Manhattan,Private room,Private Room,2,1.0,1.0,5.135798437050262
2357,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,4.859812404361672
2358,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.356708826689592
2360,Bronx,Private room,Private Room,3,1.0,1.0,3.912023005428146
2362,Bronx,Private room,Private Room,1,1.0,1.0,3.8501476017100584
2363,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
2364,Staten Island,Entire home/apt,Entire Unit,2,1.0,2.0,5.298317366548036
2365,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.8283137373023015
2366,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.0943445622221
2367,Queens,Private room,Private Room,3,1.0,1.0,5.298317366548036
2369,Queens,Private room,Private Room,2,2.0,1.0,4.59511985013459
2370,Manhattan,Private room,Private Room,1,1.0,1.0,4.31748811353631
2371,Bronx,Entire home/apt,Entire Unit,2,0.0,1.0,4.499809670330265
2377,Queens,Private room,Private Room,2,1.0,1.0,4.23410650459726
2382,Brooklyn,Private room,Private Room,1,1.0,1.0,4.48863636973214
2386,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.293304824724492
2387,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
2389,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.298317366548036
2393,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.521460917862246
2397,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.0,5.703782474656201
2398,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
2401,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.700480365792417
2402,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.0238805208462765
2404,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.043425116919247
2405,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.8283137373023015
2406,Manhattan,Private room,Private Room,2,1.0,1.0,4.174387269895637
2407,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
2408,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.062595033026967
2412,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.0,4.31748811353631
2414,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.976733742420574
2417,Brooklyn,Entire home/apt,Entire Unit,6,1.0,1.0,4.8283137373023015
2418,Manhattan,Private room,Private Room,2,1.0,1.0,5.1647859739235145
2425,Manhattan,Private room,Private Room,1,0.0,1.0,4.605170185988092
2426,Manhattan,Private room,Private Room,2,1.0,1.0,4.634728988229636
2428,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
2429,Brooklyn,Shared room,Shared Room,3,1.0,1.0,3.4011973816621555
2431,Queens,Private room,Private Room,2,1.0,1.0,4.499809670330265
2432,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.875197323201151
2435,Queens,Private room,Private Room,1,1.0,1.0,3.912023005428146
2438,Brooklyn,Entire home/apt,Entire Unit,3,2.0,1.0,4.787491742782046
2439,Manhattan,Private room,Private Room,1,1.0,1.5,4.454347296253507
2447,Brooklyn,Private room,Private Room,2,1.0,1.0,3.912023005428146
2449,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.90527477843843
2451,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.19295685089021
2453,Staten Island,Entire home/apt,Entire Unit,4,1.0,1.0,4.59511985013459
2459,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.298317366548036
2460,Queens,Entire home/apt,Private Room,2,0.0,1.0,4.584967478670572
2462,Manhattan,Private room,Private Room,2,1.0,1.0,4.477336814478207
2465,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,5.272999558563747
2468,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
2469,Brooklyn,Private room,Private Room,1,1.0,1.0,4.382026634673881
2470,Queens,Entire home/apt,Entire Unit,2,0.0,1.0,4.48863636973214
2475,Manhattan,Private room,Private Room,2,1.0,1.0,4.584967478670572
2476,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.181783550292085
2477,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.0,5.3471075307174685
2478,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
2481,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
2482,Queens,Private room,Private Room,1,1.0,1.0,3.6635616461296463
2483,Queens,Private room,Private Room,1,1.0,1.0,3.6635616461296463
2484,Brooklyn,Shared room,Shared Room,1,1.0,1.5,3.4011973816621555
2486,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
2489,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.3706380281276624
2490,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.298317366548036
2493,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
2497,Brooklyn,Private room,Private Room,2,1.0,1.0,4.59511985013459
2501,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.859812404361672
2502,Bronx,Private room,Private Room,3,1.0,1.0,3.6109179126442243
2504,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.293304824724492
2505,Brooklyn,Entire home/apt,Entire Unit,2,1.0,2.0,5.241747015059643
2506,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.9344739331306915
2507,Manhattan,Private room,Private Room,2,1.0,1.0,5.003946305945459
2508,Brooklyn,Entire home/apt,Entire Unit,4,3.0,1.0,5.075173815233827
2509,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
2513,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.0,4.624972813284271
2514,Queens,Private room,Private Room,1,1.0,1.0,4.248495242049359
2515,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
2516,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.293304824724492
2521,Manhattan,Private room,Private Room,2,1.0,1.0,4.1588830833596715
2522,Brooklyn,Entire home/apt,Private Room,2,1.0,1.0,4.499809670330265
2526,Queens,Entire home/apt,Entire Unit,6,4.0,2.0,5.241747015059643
2527,Brooklyn,Entire home/apt,Entire Unit,7,2.0,1.0,4.941642422609304
2528,Queens,Private room,Private Room,2,1.0,1.0,4.574710978503383
2530,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.393627546352362
2532,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.135798437050262
2535,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.288267030694535
2536,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.135798437050262
2539,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.418840607796598
2544,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,5.075173815233827
2548,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.465908118654584
2553,Manhattan,Private room,Private Room,2,1.0,1.0,4.48863636973214
2554,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,4.442651256490317
2556,Queens,Entire home/apt,Entire Unit,6,2.0,1.0,5.003946305945459
2557,Queens,Private room,Private Room,2,1.0,1.0,4.02535169073515
2558,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,4.74493212836325
2559,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.501258210544727
2560,Manhattan,Private room,Private Room,2,1.0,1.0,4.3694478524670215
2566,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.499809670330265
2567,Brooklyn,Entire home/apt,Entire Unit,5,3.0,2.0,5.476463551931511
2569,Brooklyn,Private room,Private Room,1,1.0,1.0,4.007333185232471
2572,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.1588830833596715
2574,Manhattan,Shared room,Shared Room,2,1.0,1.0,4.248495242049359
2578,Brooklyn,Private room,Private Room,1,1.0,1.0,5.0106352940962555
2580,Manhattan,Entire home/apt,Private Room,4,2.0,1.0,5.43372200355424
2583,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.59511985013459
2587,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.382026634673881
2590,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,4.499809670330265
2592,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.521460917862246
2593,Manhattan,Private room,Private Room,2,1.0,1.5,5.0689042022202315
2594,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.700480365792417
2597,Manhattan,Private room,Private Room,2,1.0,1.0,4.5217885770490405
2600,Brooklyn,Private room,Private Room,4,1.0,1.0,4.3694478524670215
