id,accommodates,bathrooms_text,bedrooms,beds
22653782,4,2 baths,2,2
22663674,4,1.5 baths,2,3
22665286,4,2 baths,3,3
22665392,4,1 bath,2,3
22667815,2,2 shared baths,1,1
22671517,4,1 bath,1,1
22683699,4,1 bath,1,2
22683799,1,1 shared bath,1,1
22683927,1,1 shared bath,2,1
22685532,4,2 baths,2,2
22688059,2,1 bath,1,1
22689135,2,1 shared bath,1,1
22691267,3,1.5 shared baths,1,1
22697211,2,1 bath,,1
22699657,4,1.5 baths,,2
22699847,6,1.5 baths,2,3
22700620,2,1 private bath,1,1
22701969,4,1 shared bath,1,2
22702906,3,1 bath,1,1
22702994,1,1 shared bath,1,1
22703468,2,1 shared bath,1,1
22703920,2,1 shared bath,1,1
22704069,6,2.5 baths,2,1
22704461,4,1 bath,1,1
22704580,1,1 shared bath,,1
22705963,2,1 shared bath,1,1
22714571,2,1 shared bath,1,1
22714857,2,1 shared bath,1,1
22723461,2,1 bath,,1
22734359,5,1 shared bath,1,2
22734483,2,1 bath,1,1
22734514,2,1 shared bath,1,1
22735103,3,1 shared bath,1,1
22735497,2,1 bath,1,2
22747209,4,1 bath,,2
22748260,2,1 bath,1,1
22750988,2,4 shared baths,1,1
22751269,2,4 shared baths,1,1
22751525,1,1.5 baths,1,5
22751906,5,1 bath,2,3
22753912,3,1 bath,1,1
22754110,4,1 bath,1,1
22763812,2,1 shared bath,1,1
22764944,2,1 shared bath,1,1
22765472,2,1 bath,,1
22766296,2,1 bath,,1
22770827,3,1 bath,2,2
22770831,2,1 shared bath,1,1
22775292,2,1 shared bath,1,1
22775694,2,1.5 shared baths,1,1
22781825,4,1 bath,1,1
22785118,2,1 bath,1,2
22789426,2,1 private bath,1,1
22789917,1,1 shared bath,1,1
22793472,2,1 shared bath,1,1
22793957,1,1 shared bath,1,1
22794168,1,1 shared bath,1,1
22794719,2,1 shared bath,1,2
22797978,4,1 bath,2,2
22800208,1,1 shared bath,1,1
22802275,4,1 bath,1,1
22803859,2,1 bath,1,1
22811128,2,1 shared bath,1,1
22812324,3,1 bath,1,2
22818498,1,1 shared bath,1,1
22842124,2,1 bath,1,1
22843793,2,1 bath,1,1
22846744,2,1 bath,,1
22847975,2,1 shared bath,1,1
22850413,2,1 shared bath,3,1
22851242,2,1 shared bath,1,1
22852435,2,1 bath,1,1
22858455,2,1 bath,,1
22862793,2,1 shared bath,1,2
22862864,1,1 shared bath,,1
22862877,3,1 bath,1,3
22862882,4,1 bath,1,2
22863062,4,1 bath,2,1
22868847,2,1 bath,,1
22869229,4,1 bath,2,3
22869573,2,1 bath,1,1
22878070,5,2 baths,3,3
22878715,4,1 bath,1,2
22881110,1,1 bath,1,1
22885310,2,1 shared bath,1,1
22886125,1,1 shared bath,1,1
22904809,1,1 shared bath,1,1
22906559,1,1 shared bath,1,1
22907591,4,1 bath,2,2
22911635,5,1.5 baths,3,3
22919133,2,1 shared bath,1,2
22921200,3,1 bath,1,1
22923312,2,1 bath,,1
22926900,4,1.5 baths,2,2
22928216,2,1 bath,1,1
22928943,1,0 shared baths,1,1
22929942,2,1 bath,1,1
22937557,3,1.5 shared baths,1,1
22942669,1,1 shared bath,1,1
22944348,6,1 bath,2,2
22946348,1,1 shared bath,1,1
22951923,2,1 bath,1,1
22953136,4,1 bath,,2
22955342,2,1 shared bath,1,1
22956955,2,1 shared bath,1,1
22957090,2,1 shared bath,1,1
22958051,2,1 shared bath,1,1
22958680,3,1 bath,1,1
22961758,2,1 shared bath,1,1
22964396,2,1 bath,2,1
22969068,4,1.5 baths,2,2
22969403,3,1 bath,2,3
22970376,2,1 shared bath,1,1
22972328,3,1 shared bath,1,2
22972357,2,1 shared bath,1,1
22972832,3,1 bath,1,2
22975958,2,1 private bath,1,1
22978756,3,1 bath,1,2
22979825,1,1 shared bath,1,1
22980907,2,1 bath,1,2
22981126,1,1 private bath,1,1
22984370,2,1 shared bath,1,1
22985354,6,2.5 baths,3,3
22985419,8,2.5 baths,4,4
22986248,6,2 baths,2,4
22986841,2,1 bath,1,1
22986908,4,1 bath,1,1
22987769,1,1 shared bath,1,1
22994960,2,1 bath,1,2
22997928,2,1 bath,1,1
22998748,3,1 bath,1,2
23001611,3,1 bath,1,1
23002312,4,1 bath,1,1
23002904,5,3 baths,3,4
23005685,2,1 shared bath,1,1
23006397,3,1 bath,,1
23006437,1,1 private bath,1,1
23017828,2,1 bath,1,1
23018280,2,1 bath,,2
23019675,4,1 bath,1,1
23019746,2,1 bath,1,2
23020466,2,1 bath,,1
23021271,4,1 bath,1,3
23023423,1,1 private bath,1,1
23024065,4,1 bath,1,1
23024146,1,1 private bath,1,1
23034152,2,1 bath,1,1
23037039,1,1 bath,1,1
23040115,2,1 bath,1,1
23041312,3,1 bath,,1
23045873,5,1 bath,2,2
23052180,4,1.5 shared baths,1,1
23052964,2,1.5 shared baths,1,1
23053827,2,1 shared bath,1,1
23054077,5,2 baths,4,4
23054855,2,1 bath,1,1
23054891,2,1 shared bath,1,1
23055816,2,1 shared bath,1,1
23056508,1,1 private bath,1,1
23058456,2,1 shared bath,1,1
23059611,2,1 bath,1,1
23060192,4,1 bath,1,1
23061070,2,1 bath,1,1
23061804,1,4 shared baths,1,1
23072308,4,1 bath,1,3
23073608,4,1 bath,1,3
23074259,1,1 shared bath,1,1
23074722,1,1 shared bath,1,1
23076745,2,1 shared bath,1,1
23076968,2,1 private bath,1,1
23077115,2,1 shared bath,1,1
23078904,2,1 bath,1,1
23084751,3,1 bath,,1
23088947,2,1 shared bath,3,1
23090887,6,2 baths,3,6
23091135,3,1 bath,1,1
23092823,4,1 private bath,2,2
23093320,2,1 shared bath,1,1
23097802,2,1 shared bath,1,2
23100862,2,1 shared bath,1,2
23100931,6,2 baths,3,3
23102299,2,1 shared bath,1,2
23103116,1,1 shared bath,1,1
23105516,1,1 shared bath,1,1
23105764,9,1.5 baths,2,4
23106361,2,2 shared baths,1,1
23107316,2,1 bath,1,1
23108435,2,1 shared bath,1,1
23108981,4,1 private bath,1,2
23109329,2,1 shared bath,,1
23109351,4,1 private bath,1,2
23116453,3,1 shared bath,1,1
23120142,1,1 private bath,1,1
23120678,2,1 bath,1,1
23122597,4,1 bath,2,2
23124338,16,2 shared baths,11,21
23126553,4,1 bath,1,2
23128067,2,1 shared bath,1,1
23128247,3,1 bath,,1
23129919,2,1 bath,1,1
23130144,4,1 shared bath,1,2
23131011,2,1 shared bath,1,1
23131033,4,1 bath,1,2
23131496,2,1 bath,1,1
23139647,12,2 baths,3,3
23144059,2,1 shared bath,1,2
23147603,4,1 bath,2,2
23147808,6,2 baths,3,5
23150033,2,1 bath,2,2
23154138,2,1 bath,1,2
23158770,4,1 bath,2,2
23161806,1,1 private bath,1,1
23166556,1,1 shared bath,1,1
23169146,1,1 shared bath,1,1
23170592,2,1 shared bath,1,1
23177964,2,1 shared bath,1,1
23188573,2,1 shared bath,1,1
23188871,3,1 shared bath,,1
23200628,3,1 shared bath,1,2
23202549,4,1 bath,2,2
23208314,3,1 bath,1,1
23216187,1,1 shared bath,1,1
23219361,2,1 bath,,2
23219660,2,1 shared bath,1,1
23221581,5,1 bath,2,4
23222680,2,1 bath,1,1
23230395,2,1 bath,1,1
23235101,4,1 bath,2,2
23235768,1,1 shared bath,1,1
23247442,12,2 baths,4,9
23252265,3,1 bath,1,1
23252443,6,2 baths,2,3
23256023,2,1 shared bath,1,2
23256828,1,1 shared bath,,1
23256946,2,1 bath,,1
23258404,2,1 bath,1,1
23258602,1,1 private bath,1,1
23264421,2,1 bath,1,1
23265699,4,1 bath,1,1
23269735,2,1 bath,,1
23271535,1,1 bath,,1
23272588,2,1 bath,1,1
23273907,1,1 shared bath,1,1
23274386,2,1 bath,1,1
23275013,2,1 bath,1,1
23275777,6,1 bath,2,2
23277230,4,1 bath,2,3
23281484,2,1 shared bath,1,1
23286377,2,1 private bath,1,2
23287403,2,3 shared baths,1,1
23288667,4,1 bath,3,3
23289674,2,1 private bath,1,1
23290179,4,1 bath,1,2
23290339,2,1 shared bath,1,1
23292216,5,1 bath,2,2
23301706,1,1 shared bath,1,1
23307503,2,1.5 shared baths,1,1
23310309,2,1.5 shared baths,1,1
23311374,2,1 bath,,1
23312524,2,1 shared bath,1,1
23322737,2,1 private bath,1,2
23327138,2,1 private bath,1,1
23336877,8,1.5 baths,3,5
23340718,3,1 shared bath,1,1
23344293,2,1 shared bath,1,1
23351120,1,1 shared bath,1,1
23352462,2,1 private bath,1,2
23354992,2,1 shared bath,1,1
23357738,2,1 bath,1,1
23358691,1,1 shared bath,1,1
23359083,5,1 bath,2,3
23359277,2,1 shared bath,1,1
23360409,2,1 bath,1,1
23369991,3,1 bath,,1
23372015,3,1 bath,1,2
23372850,4,2 baths,1,1
23373090,10,3 baths,3,2
23376196,3,1 bath,1,2
23376943,2,1 shared bath,1,1
23377365,2,1 private bath,1,1
23377713,1,1 shared bath,1,1
23377781,4,1 bath,1,4
23378281,4,1 shared bath,1,2
23388053,2,1 shared bath,1,1
23392375,1,2 shared baths,1,1
23393043,4,1 bath,2,3
23411775,2,1 private bath,1,1
23413509,2,1 private bath,2,3
23425584,3,1 bath,1,1
23427160,7,2 baths,2,3
23430085,2,1.5 shared baths,1,1
23432542,2,1 bath,2,2
23433516,6,2 baths,3,3
23434788,1,1 shared bath,1,1
23435040,4,1 bath,1,2
23435772,2,1 shared bath,1,1
23435916,4,1 bath,1,2
23436576,4,1 bath,1,3
23437204,5,2 baths,1,3
23437788,2,1 bath,2,2
23437793,2,1 bath,1,2
23438247,2,1.5 baths,1,1
23449282,3,1 bath,1,1
23451337,1,1 bath,,1
23454165,2,1 shared bath,1,1
23455106,1,1 shared bath,1,1
23456621,3,1 private bath,1,1
23463017,1,1 shared bath,1,1
23465912,4,1 bath,1,3
23466034,2,1.5 shared baths,1,1
23466099,3,1 bath,1,1
23466360,1,1 shared bath,1,1
23469535,2,1 shared bath,1,1
23469548,2,1 bath,,1
23481234,7,1 bath,3,3
23484328,1,1 shared bath,1,1
23485307,2,1.5 baths,,3
23488488,4,1 bath,2,2
23489726,8,1 bath,1,2
23506770,6,2.5 baths,3,4
23507660,3,1 bath,1,1
23509707,2,1 bath,1,2
23515323,2,1 shared bath,1,1
23520855,2,1.5 shared baths,1,1
23521858,1,1 shared bath,1,1
23525066,4,1 bath,2,2
23529395,4,1 bath,,1
23536265,3,1 bath,1,2
23538486,2,1 bath,1,1
23539037,2,3 shared baths,1,1
23541451,4,1 bath,1,3
23545346,2,1 shared bath,1,1
23545793,6,1 bath,3,3
23560164,4,1 bath,1,2
23560187,2,1 private bath,,1
23565616,2,1 bath,1,1
23565676,5,1 bath,2,2
23572577,2,1 shared bath,1,1
23574142,2,1.5 shared baths,1,1
23579705,2,1 bath,1,1
23579995,1,1 shared bath,1,1
23581183,5,2 baths,2,2
23582566,6,2 baths,3,5
23593409,2,1 bath,1,1
23593582,2,1 shared bath,1,1
23593710,4,1 bath,2,2
23594177,4,1 bath,1,2
23595013,2,1 bath,1,1
23596025,5,1 bath,3,3
23597076,4,1 bath,1,4
23597323,3,1 bath,,1
23598012,2,2 shared baths,1,1
23606804,3,1 bath,1,2
23609559,2,1.5 baths,1,1
23610557,2,1 shared bath,1,1
23611312,2,1 bath,1,1
23612811,2,1 shared bath,1,2
23612855,4,1 bath,2,3
23613174,2,1 shared bath,1,1
23622168,3,1 bath,1,1
23623267,4,1 bath,1,2
23624930,2,1.5 baths,1,1
23625998,2,1 bath,1,1
23626598,3,1 bath,1,2
23627589,2,1 bath,1,1
23629119,1,1 shared bath,,1
23629364,4,1 bath,1,2
23630510,1,1 shared bath,1,1
23630582,2,1 bath,1,1
23631288,2,1 shared bath,1,1
23642287,3,1 bath,1,1
23646070,2,1 bath,,1
23647298,2,1 bath,,1
23648504,6,2 baths,2,3
23649906,4,1 bath,2,5
23650008,2,1 shared bath,1,1
23650259,1,1 shared bath,1,1
23650568,6,1 bath,2,4
23651443,7,1 bath,3,3
23656206,2,1 shared bath,1,1
23660051,2,3 shared baths,1,1
23661533,2,1 shared bath,1,1
23661749,1,1 shared bath,1,1
23663629,1,1 shared bath,1,1
23666777,1,1 shared bath,1,1
23667137,1,2 shared baths,1,1
23667332,2,2.5 shared baths,1,1
23668975,2,1 shared bath,1,1
23669006,6,2.5 baths,4,7
23669140,4,1 private bath,1,1
23669201,4,1 bath,2,2
23671775,1,1 bath,1,1
23683924,2,1 bath,1,1
23685538,2,1 shared bath,1,1
23686606,4,1 bath,1,1
23692933,4,1.5 baths,2,2
23702317,2,1 private bath,1,1
23710983,2,1 private bath,1,1
23712143,2,1 shared bath,1,1
23714854,1,1 shared bath,1,1
23714915,1,2 shared baths,1,1
23715974,4,1 bath,1,1
23717291,2,1 shared bath,1,1
23718065,2,1 shared bath,1,3
23723970,1,1 shared bath,1,1
23726935,3,1 bath,1,2
23727037,4,1 bath,2,2
23727923,4,1 bath,2,2
23728057,8,1 bath,2,4
23728069,4,1 bath,1,2
23744762,2,1 shared bath,1,1
23746579,7,1 bath,2,5
23746794,4,1 bath,1,2
23747567,2,1 bath,1,2
23747870,1,1 shared bath,1,1
23747957,6,1 bath,2,3
23748179,2,1 private bath,1,2
23749862,2,1.5 baths,1,1
23750601,2,1 bath,1,1
23753775,1,1 bath,,2
23756498,2,1 bath,1,1
23760365,2,1 bath,1,2
23761707,2,1 shared bath,1,1
23763367,4,1 bath,1,3
23763873,1,1 shared bath,1,1
23768711,3,1 bath,1,2
23769218,3,1 bath,1,2
23771352,8,2 baths,4,8
23772336,3,1 bath,1,1
23772767,2,1 shared bath,1,3
23780896,4,1.5 baths,1,2
23781939,4,1 bath,2,2
23784498,4,1 bath,2,2
23785875,8,2 baths,4,4
23792656,9,1 bath,3,5
23803836,3,1 bath,1,3
23804690,2,1 private bath,1,1
23804783,3,2 shared baths,1,1
23807257,6,1 bath,2,4
23807788,2,2 shared baths,1,1
23808650,2,1 shared bath,1,1
23808895,5,1 bath,2,2
23809758,1,1 shared bath,1,1
23810123,4,2 baths,2,2
23810398,2,1 bath,1,1
23819961,2,1 bath,,1
23820465,4,1 bath,1,3
23821848,4,2 baths,1,1
23826739,2,1 shared bath,1,1
23838400,5,1 bath,1,1
23838734,2,1 shared bath,1,1
23839013,4,1 bath,2,2
23839337,3,1 private bath,1,1
23841481,6,2.5 baths,2,4
23842204,2,1 shared bath,1,1
23842721,2,2 shared baths,1,1
23844034,2,1 bath,1,2
23855079,3,1.5 baths,1,1
23855529,6,2 baths,3,4
23856189,6,1 bath,2,3
23857515,1,2 shared baths,1,1
23858353,1,1 shared bath,1,1
23859834,2,1 private bath,1,1
23869761,1,1 shared bath,1,1
23870093,2,1 bath,1,1
23873057,1,1 shared bath,1,1
23875454,1,2 shared baths,1,1
23876355,2,1 shared bath,1,1
23877781,4,1.5 baths,1,3
23881522,2,0 shared baths,1,1
23894317,2,1 shared bath,1,1
23900717,6,2 baths,2,3
23901030,6,2 baths,2,3
23901252,4,1 bath,1,2
23901420,4,1 bath,1,2
23901526,4,1 bath,1,2
23901779,3,1 bath,,1
23901908,3,1 bath,1,1
23901975,2,1 bath,1,1
23903645,5,1 bath,2,2
23905542,2,1 bath,1,1
23916900,6,1 bath,2,2
23917760,1,1 shared bath,1,1
23918586,2,1 shared bath,1,1
23921536,2,1 bath,,1
23922304,1,4 shared baths,1,1
23923562,8,3 baths,4,4
23924234,5,1 bath,2,1
23926532,2,1 private bath,1,1
23935141,5,1 bath,3,4
23937502,2,1 bath,1,1
23943945,4,1 bath,1,1
23943948,6,4.5 baths,3,3
23946797,4,1 bath,2,2
23952207,2,1 bath,1,1
23952724,2,1 shared bath,1,1
23957636,7,2 baths,3,4
23958542,2,1 shared bath,1,1
23959939,2,1 bath,1,1
23964830,2,1 shared bath,1,1
23965055,1,1 shared bath,1,1
23965460,2,1 shared bath,1,1
23973305,2,1 bath,,1
23976566,1,1 shared bath,1,1
23978220,3,1.5 shared baths,1,3
23979192,3,1 bath,1,1
23979686,4,1 bath,2,2
23980153,1,1 shared bath,1,1
23990128,1,1 shared bath,1,1
23992829,1,1 shared bath,1,1
24016962,4,1 bath,,
24017521,1,1 shared bath,1,1
24019698,2,1 bath,,1
24019880,1,1 private bath,1,1
24022943,4,1 bath,,2
24024721,2,1 shared bath,1,1
24033132,3,1 bath,,2
24034953,2,1 shared bath,1,1
24038899,4,1 bath,1,1
24040279,2,1 shared bath,1,1
24042606,1,2 baths,3,3
24042844,2,1 shared bath,1,1
24043603,5,1 bath,2,2
24057278,3,1 bath,1,2
24057583,2,1 private bath,1,1
24059751,1,2 shared baths,1,1
24065918,2,1 bath,1,1
24075491,1,1 shared bath,1,1
24077483,1,1 shared bath,1,1
24077570,4,1 bath,1,1
24082591,4,2 baths,2,2
24083340,2,1 bath,1,1
24083686,2,1 bath,1,1
24083746,2,1 shared bath,1,1
24086178,3,1 bath,2,2
24086457,10,2 baths,1,4
24097816,4,1 bath,1,2
24103912,2,1 shared bath,1,1
24104871,1,2 shared baths,1,1
24105640,3,2 shared baths,1,1
24115562,1,1 shared bath,1,1
24118031,6,1 bath,3,3
24119328,1,1 shared bath,1,1
24119876,7,1 bath,3,5
24120812,2,1 shared bath,1,1
24121036,2,1 shared bath,1,1
24122836,1,1 shared bath,1,1
24129287,2,1.5 shared baths,1,1
24130728,4,1 bath,1,2
24131843,2,1 shared bath,1,1
24136172,2,1 private bath,,1
24136557,3,1 bath,2,3
24136740,6,2 baths,3,3
24137748,2,1 bath,,1
24137869,2,1 shared bath,1,1
24140198,2,1 bath,1,1
24140556,2,1 bath,,1
24149436,2,1 bath,,1
24151123,1,1 shared bath,1,1
24151237,4,1 bath,2,2
24153268,1,1 shared bath,1,1
24154729,2,1 bath,1,1
24156857,2,1 bath,2,3
24157013,2,1 bath,1,1
24157110,2,1 bath,,2
24158806,2,1 private bath,1,2
24162064,2,1 bath,,2
24162261,5,1 bath,2,3
24171777,4,2.5 baths,2,2
24175236,2,1 shared bath,1,1
24177410,3,1 bath,1,2
24178083,1,1 shared bath,1,1
24181763,4,1 private bath,2,3
24182137,6,2 baths,2,3
24183293,4,1 shared bath,1,3
24186326,4,1 bath,1,2
24186601,2,1 bath,1,1
24186775,2,1 shared bath,1,2
24188354,2,1 private bath,,1
24199400,2,1.5 baths,1,1
24200751,6,1.5 baths,2,4
24203680,2,1 bath,1,1
24205351,6,2 baths,2,3
24206044,4,1 bath,1,3
24226175,2,1 bath,1,1
24229203,3,1 bath,1,1
24230591,2,1 shared bath,1,1
24234359,6,2 baths,3,5
24239222,3,1 bath,1,2
24246039,4,2 baths,1,2
24251237,2,1 bath,1,1
24260247,8,2 baths,5,6
24260404,1,1 private bath,1,1
24267706,2,2 shared baths,1,2
24269100,1,1 private bath,1,1
24269196,6,1 bath,3,3
24276835,1,1 shared bath,1,1
24282118,2,1 bath,1,1
24284162,2,1 private bath,1,1
24284744,2,1 bath,,1
24287062,4,1 bath,2,3
24287261,6,1 bath,1,3
24287286,6,2 baths,3,3
24287367,2,1 shared bath,1,1
24288869,3,2 shared baths,1,2
24289926,2,1 shared bath,1,1
24299542,2,1 private bath,1,1
24303775,2,1 bath,1,1
24306539,2,1 shared bath,1,1
24308928,8,1.5 baths,3,4
24308988,4,1 shared bath,1,1
24312253,2,1 shared bath,1,1
24312535,2,1 shared bath,1,1
24323953,2,1 shared bath,1,1
24324891,4,1 bath,2,2
24326705,1,1 bath,1,1
24331953,2,1 shared bath,1,1
24332080,2,3 shared baths,1,1
24335248,2,1 private bath,1,2
24350254,5,1 bath,2,1
24351719,5,2 baths,2,2
24352967,1,1 shared bath,1,1
24355927,2,1 bath,1,1
24356861,4,1 bath,1,2
24357562,1,1 shared bath,1,1
24366897,4,1 bath,1,1
24369797,6,1 bath,2,2
24369857,2,1 private bath,1,1
24370001,7,3 baths,3,4
24370400,7,1 bath,3,2
24370692,1,1 shared bath,1,1
24372429,4,1 bath,2,3
24374487,4,1 bath,1,1
24376374,2,2 shared baths,1,1
24377683,1,1 shared bath,1,1
24378935,2,1 shared bath,1,1
24380012,1,1 private bath,1,1
24380794,4,1 bath,2,2
24392338,4,1 bath,,1
24395202,2,1.5 baths,1,1
24397824,1,1 shared bath,1,1
24398061,1,1 shared bath,1,1
24398725,2,1 shared bath,1,1
24412104,1,1 shared bath,1,1
24412681,2,1 bath,1,2
24414462,2,1 shared bath,1,1
24424840,2,1 bath,1,1
24426631,2,1 bath,1,1
24427558,2,2 shared baths,1,1
24431407,2,1 shared bath,2,1
24438437,1,1 shared bath,1,1
24438564,2,1 bath,1,1
24441912,2,1 bath,1,2
24448560,1,1 shared bath,1,1
24453838,3,1 bath,1,1
24454304,2,1 private bath,1,2
24473230,3,1 bath,3,3
24480789,3,1 private bath,1,2
24491450,2,1 bath,1,1
24491524,6,1 bath,2,3
24493475,5,1 bath,2,3
24497080,2,1 bath,,1
24497152,1,1 bath,1,1
24497202,2,1 bath,,1
24497265,2,1 bath,,1
24509757,7,1.5 baths,3,4
24514490,3,1 bath,1,1
24515198,2,1 shared bath,1,2
24518005,1,1 shared bath,1,1
24521630,2,1 bath,1,1
24524252,2,1 bath,1,2
24525886,2,1 private bath,1,1
24535218,2,1 bath,1,1
24538110,5,1 bath,2,2
24540842,2,1 bath,,1
24540935,4,1.5 baths,2,2
24541153,3,1 bath,1,2
24553427,1,2 shared baths,1,1
24560314,3,1 bath,1,2
24561311,3,1 shared bath,1,1
24561322,2,1 bath,1,2
24572398,2,1 bath,1,1
24572885,4,1.5 baths,2,4
24575257,2,1 shared bath,1,1
24580129,1,1 shared bath,1,1
24580422,2,1 bath,,1
24580806,2,1 shared bath,1,1
24580943,4,1 shared bath,2,2
24581438,3,1 private bath,,3
24582124,1,1 bath,1,1
24583029,2,1 bath,1,1
24583519,2,1 private bath,1,1
24594184,4,1 bath,,3
24599452,3,1 shared bath,1,1
24600833,2,1 shared bath,1,1
24601752,2,1 shared bath,1,1
24602796,4,1 bath,1,1
24604281,2,1 shared bath,1,1
24607287,2,1 shared bath,1,1
24608922,1,1 shared bath,1,1
24609263,5,1 bath,2,2
24611661,2,1 shared bath,1,1
24618397,2,1 bath,1,1
24626439,2,1 shared bath,1,1
24626621,2,1 private bath,1,1
24630272,2,1 shared bath,1,1
24632456,6,1 bath,3,3
24632516,2,1 private bath,1,1
24633702,1,1 shared bath,1,1
24633966,6,1 bath,2,3
24635041,2,1 shared bath,1,1
24635095,2,1 shared bath,1,1
24635506,1,1 shared bath,1,1
24644837,8,1 bath,1,2
24645434,1,2 shared baths,1,1
24653197,2,1 shared bath,1,1
24653322,3,1 bath,1,1
24653572,2,2 baths,,2
24656108,4,1 bath,2,2
24656865,2,1 bath,1,1
24657328,3,1 bath,1,2
24667053,1,1 shared bath,1,1
24670846,3,1 private bath,1,1
24676594,3,1.5 baths,,2
24677926,7,2 baths,3,4
24692025,3,1 shared bath,1,2
24696044,2,1 shared bath,2,3
24698043,2,1 shared bath,1,1
24699045,6,2 baths,3,5
24699301,15,2 baths,4,7
24699443,4,1 shared bath,1,2
24699739,1,1 shared bath,1,1
24699891,2,1 shared bath,1,1
24700123,2,1 shared bath,1,1
24700919,2,1 bath,1,2
24700984,4,1 bath,1,1
24709525,2,1 bath,1,1
24714137,3,1 bath,1,2
24714264,1,1 shared bath,1,1
24714830,1,1 shared bath,1,1
24715838,4,1 bath,1,2
24717132,1,1 shared bath,1,1
24727745,2,1 private bath,1,2
24728012,2,1 shared bath,1,1
24729169,2,1 bath,1,1
24730752,1,Shared half-bath,1,1
24733275,1,1 private bath,1,1
24734680,2,1 shared bath,1,2
24734792,2,1 shared bath,1,1
24735722,1,2 shared baths,1,1
24736254,4,1 bath,1,1
24736896,2,1 shared bath,1,1
24743196,2,1 shared bath,1,2
24746840,1,2 shared baths,1,1
24748187,2,1 shared bath,1,1
24750367,1,1 shared bath,1,1
24752128,3,1 bath,2,2
24754074,4,2.5 baths,2,2
24756139,2,1 shared bath,1,1
24757844,1,1 shared bath,1,1
24757848,2,1 shared bath,1,1
24757985,4,2 baths,2,3
24758512,2,1.5 shared baths,,1
24758664,2,1 bath,1,1
24758883,3,1 shared bath,1,2
24776834,2,1 shared bath,1,1
24779271,1,1 shared bath,1,1
24783060,8,2 baths,3,3
24784400,2,1 bath,,2
24792114,2,1 shared bath,1,1
24799677,1,1 shared bath,1,1
24799807,3,1 bath,1,2
24801589,2,1 bath,1,1
24804386,2,1 bath,,1
24805086,2,1 shared bath,1,1
24805249,3,1 bath,1,1
24806098,4,1 bath,2,3
24806110,3,1 bath,1,3
24806141,3,1 bath,1,2
24806529,2,1 shared bath,1,2
24808312,2,2.5 shared baths,1,1
24821651,2,1 shared bath,1,1
24823404,2,2 shared baths,1,2
24825809,2,1 shared bath,1,1
24833117,4,1 bath,2,2
24833279,1,1 shared bath,1,1
24834058,1,0 shared baths,1,1
24836464,10,2 baths,3,9
24851371,2,1.5 shared baths,1,
24852364,2,1 private bath,1,1
24852797,4,1 bath,2,2
24852836,2,1.5 baths,1,2
24853936,3,1 private bath,1,1
24855025,4,1 bath,,2
24856606,5,1 private bath,1,2
24857436,1,1 shared bath,1,1
24857723,6,1 bath,3,3
24866378,4,1 shared bath,2,2
24867995,3,2 shared baths,,3
24872073,1,1 shared bath,1,2
24883987,1,1 shared bath,1,2
24887028,2,1 shared bath,1,1
24889024,2,1 bath,1,1
24889615,2,1 bath,1,1
24889922,2,1 shared bath,1,1
24891549,2,1 private bath,1,1
24891651,1,1 private bath,1,1
24892670,2,1 shared bath,1,1
24893488,2,1 private bath,1,1
24893756,4,1 bath,1,3
24893765,8,1 bath,2,4
24894476,2,1 shared bath,1,1
24896472,2,1 shared bath,1,1
24906413,2,1 shared bath,1,1
24907355,1,1 bath,1,1
24910042,2,1 bath,1,1
24910361,4,2 baths,1,1
